Age,Gender,Marital Status,Employment,Income (₹),FD Amount (₹),FD Tenure (yrs),Credit Score,Base Rate (%),BPS Adjustment (%),Base Rate Type
86,Female,Married,Retired,581913,715320,3,611,6.75,1.3900000000000001,Floating
26,Male,Married,Salaried,714871,678533,3,404,6.75,0.21,Fixed
45,Male,Married,Self-Employed,413243,131261,1,515,6.75,0.92,Floating
43,Female,Married,Salaried,1283576,514955,9,528,6.75,0.28,Fixed
20,Male,Married,Salaried,930233,663639,9,815,6.75,0.22,Fixed
66,Male,Married,Retired,79122,490642,4,687,6.75,0.86,Fixed
34,Female,Married,Salaried,1168742,286183,9,633,6.75,0.23,Floating
80,Male,Married,Retired,1474772,15269,4,386,6.75,1.0699999999999998,Fixed
72,Female,Married,Retired,733652,256096,8,793,6.75,0.97,Floating
40,Female,Married,Salaried,977295,777670,3,759,6.75,0.67,Floating
51,Male,Married,Salaried,899063,668324,9,539,6.75,0.72,Floating
86,Male,Single,Retired,1343724,24838,4,613,6.75,0.58,Fixed
32,Male,Married,Salaried,171907,726519,8,410,6.75,0.15,Fixed
64,Male,Married,Retired,671620,107295,2,853,6.75,1.29,Fixed
20,Female,Single,Salaried,846945,443022,7,495,6.75,0.07,Floating
45,Male,Single,Self-Employed,1385345,744273,2,748,6.75,0.66,Fixed
20,Male,Married,Salaried,1001119,402673,5,851,6.75,0.66,Floating
21,Female,Single,Salaried,345421,82762,9,553,6.75,0.74,Floating
48,Male,Single,Salaried,712099,284187,5,373,6.75,0.22,Fixed
62,Male,Married,Retired,1629884,216276,4,589,6.75,0.65,Fixed
76,Female,Single,Retired,338436,369960,8,542,6.75,0.95,Floating
62,Male,Married,Retired,1513793,619294,5,536,6.75,0.54,Floating
54,Female,Married,Salaried,1467908,319905,9,435,6.75,0.84,Fixed
82,Female,Married,Retired,1609449,345415,9,817,6.75,1.25,Fixed
26,Female,Married,Salaried,1549946,344897,2,762,6.75,0.88,Fixed
34,Female,Single,Salaried,1681289,286525,9,732,6.75,0.07,Floating
82,Male,Single,Retired,102377,1055524,8,438,6.75,1.42,Fixed
20,Female,Single,Salaried,1654465,575775,7,457,6.75,0.76,Floating
43,Female,Married,Salaried,1247543,215614,6,898,6.75,0.11,Floating
70,Male,Married,Retired,713974,133027,4,829,6.75,0.6,Fixed
48,Male,Single,Salaried,409735,537633,7,820,6.75,0.9,Fixed
43,Female,Married,Self-Employed,1015142,936339,6,884,6.75,0.47,Fixed
40,Male,Married,Self-Employed,2190555,1306926,8,433,6.75,1.0,Fixed
47,Female,Single,Salaried,1260773,1266546,1,379,6.75,0.64,Floating
27,Female,Married,Salaried,757160,326923,3,764,6.75,0.69,Fixed
89,Male,Married,Retired,2184362,1316848,8,649,6.75,0.97,Floating
81,Male,Married,Retired,1322735,49859,2,444,6.75,0.94,Floating
39,Male,Married,Salaried,1338793,28771,9,858,6.75,0.8,Fixed
32,Male,Married,Self-Employed,1145009,445487,2,594,6.75,0.45,Floating
73,Male,Married,Retired,1257220,849486,9,427,6.75,1.0,Floating
37,Female,Married,Salaried,233044,1004872,7,766,6.75,0.39,Fixed
64,Female,Single,Retired,1076616,516755,4,791,6.75,0.7,Floating
70,Female,Married,Retired,1397981,228658,3,670,6.75,1.35,Fixed
70,Female,Married,Retired,1790195,160990,8,465,6.75,0.72,Floating
18,Male,Married,Salaried,2147189,638210,7,545,6.75,0.3,Floating
19,Female,Married,Salaried,1552313,483540,1,697,6.75,0.59,Floating
75,Male,Single,Retired,1106221,323806,7,400,6.75,0.8300000000000001,Floating
36,Male,Married,Salaried,1035206,41828,1,458,6.75,0.35,Fixed
79,Male,Married,Retired,650949,496712,1,496,6.75,0.5,Floating
89,Male,Married,Retired,1273096,391646,5,303,6.75,1.3,Fixed
29,Male,Married,Salaried,1990105,633236,5,515,6.75,0.49,Floating
43,Male,Single,Self-Employed,815405,250502,2,305,6.75,0.2,Floating
44,Male,Single,Salaried,1092906,382280,7,747,6.75,0.71,Floating
46,Female,Married,Self-Employed,645918,498272,3,457,6.75,0.66,Fixed
32,Male,Single,Salaried,1519116,603708,1,564,6.75,0.38,Floating
63,Female,Married,Retired,1624011,348597,7,707,6.75,1.08,Fixed
18,Male,Married,Salaried,653680,261517,4,312,6.75,0.67,Floating
77,Male,Married,Retired,1292155,160882,4,794,6.75,0.56,Fixed
74,Male,Married,Retired,316683,514754,3,656,6.75,0.9199999999999999,Floating
20,Male,Married,Salaried,864088,375124,7,574,6.75,0.52,Fixed
35,Female,Single,Self-Employed,1642451,999133,2,602,6.75,0.72,Floating
69,Male,Single,Retired,765828,432847,7,551,6.75,0.88,Fixed
77,Male,Married,Retired,349794,531507,8,882,6.75,0.67,Floating
51,Male,Married,Salaried,1345179,767922,2,393,6.75,0.09,Floating
77,Male,Single,Retired,945176,805043,8,869,6.75,1.31,Floating
43,Female,Married,Salaried,1098296,356325,7,330,6.75,0.48,Floating
89,Male,Married,Retired,1169054,1054038,8,600,6.75,0.73,Floating
36,Male,Married,Self-Employed,1454868,1128855,3,795,6.75,0.8,Floating
39,Male,Married,Salaried,1540917,388654,6,403,6.75,0.81,Fixed
50,Male,Married,Salaried,1193610,490836,1,609,6.75,0.65,Floating
55,Male,Married,Salaried,1588949,584270,7,628,6.75,0.12,Floating
52,Male,Married,Salaried,990517,257822,4,397,6.75,0.3,Floating
84,Male,Married,Retired,1159903,471770,4,769,6.75,1.38,Floating
27,Female,Single,Salaried,1016572,191887,9,710,6.75,0.12,Fixed
32,Female,Single,Salaried,413524,469208,7,351,6.75,0.7,Fixed
28,Male,Married,Salaried,1744763,441664,8,866,6.75,0.26,Floating
41,Male,Married,Salaried,1030051,601169,6,326,6.75,0.03,Floating
21,Male,Married,Salaried,1799663,646901,2,415,6.75,0.69,Floating
30,Female,Married,Salaried,1232513,474298,3,664,6.75,0.26,Fixed
74,Male,Single,Retired,1213382,876948,4,726,6.75,1.24,Floating
54,Female,Married,Salaried,1475256,206452,2,853,6.75,0.37,Fixed
65,Male,Married,Retired,1149289,374130,1,603,6.75,0.72,Floating
88,Male,Single,Retired,693153,279758,9,741,6.75,1.4100000000000001,Fixed
18,Female,Married,Salaried,933051,944811,2,838,6.75,0.36,Floating
77,Male,Single,Retired,1588002,434775,5,459,6.75,1.4100000000000001,Floating
29,Male,Single,Salaried,1361644,438386,7,641,6.75,0.96,Fixed
38,Male,Married,Salaried,576232,884382,2,799,6.75,0.41,Floating
28,Male,Single,Salaried,1153737,35569,6,582,6.75,0.72,Floating
61,Female,Married,Retired,512576,186140,8,595,6.75,0.9,Fixed
75,Female,Single,Retired,1049756,455673,7,393,6.75,1.1600000000000001,Floating
61,Male,Married,Retired,1510008,325397,6,462,6.75,1.27,Floating
51,Male,Single,Salaried,700721,759226,8,760,6.75,0.64,Fixed
42,Male,Single,Salaried,952532,68854,2,684,6.75,0.29,Floating
21,Female,Married,Salaried,533398,674074,4,533,6.75,0.31,Fixed
81,Male,Married,Retired,1305454,198946,4,454,6.75,1.3599999999999999,Floating
33,Male,Single,Self-Employed,1073302,577218,7,577,6.75,0.56,Floating
27,Male,Single,Salaried,680013,763981,7,804,6.75,0.9,Fixed
83,Male,Married,Retired,1210453,1061056,3,450,6.75,0.9199999999999999,Floating
52,Female,Married,Salaried,988196,49189,4,480,6.75,0.26,Floating
23,Female,Married,Salaried,1251082,530742,1,590,6.75,0.61,Fixed
36,Male,Single,Self-Employed,538148,785551,8,818,6.75,0.89,Floating
76,Female,Married,Retired,837939,520967,4,707,6.75,1.0,Floating
70,Male,Single,Retired,1068507,614243,5,507,6.75,0.78,Floating
25,Male,Married,Salaried,1344486,289860,5,427,6.75,0.22,Floating
27,Male,Married,Salaried,512118,402409,1,322,6.75,0.45,Fixed
84,Male,Married,Retired,1057322,267074,1,306,6.75,1.35,Floating
55,Female,Married,Salaried,1496089,682046,7,787,6.75,0.29,Floating
46,Female,Married,Salaried,1030895,1055623,1,611,6.75,0.55,Fixed
32,Male,Married,Salaried,841373,547162,9,703,6.75,0.17,Floating
40,Male,Married,Salaried,730967,518144,6,842,6.75,0.74,Floating
63,Male,Married,Retired,739320,141811,1,774,6.75,0.96,Floating
45,Female,Married,Salaried,1112218,479126,1,784,6.75,0.24,Floating
43,Female,Married,Salaried,7280,670265,5,756,6.75,0.75,Fixed
27,Male,Married,Salaried,726365,4186,3,644,6.75,0.73,Fixed
64,Female,Married,Retired,1208877,548621,8,341,6.75,0.53,Floating
21,Female,Single,Salaried,1372756,495435,8,524,6.75,0.44,Floating
72,Male,Married,Retired,532086,102409,8,824,6.75,1.0899999999999999,Floating
83,Male,Married,Retired,686011,625315,6,891,6.75,0.76,Floating
84,Female,Single,Retired,1037192,372760,5,346,6.75,0.56,Fixed
24,Male,Married,Salaried,1310590,537913,5,740,6.75,0.28,Floating
72,Male,Single,Retired,814953,595630,6,705,6.75,1.37,Floating
48,Male,Single,Salaried,936945,272577,6,865,6.75,0.34,Floating
36,Male,Married,Self-Employed,1169427,603304,9,428,6.75,0.79,Fixed
45,Female,Married,Salaried,423163,347655,7,478,6.75,0.7,Fixed
45,Male,Married,Salaried,1812501,541649,6,768,6.75,0.96,Floating
36,Male,Married,Salaried,1041347,305663,7,413,6.75,0.87,Floating
37,Male,Married,Salaried,824869,823972,3,874,6.75,0.94,Floating
30,Female,Married,Self-Employed,1570291,706811,2,793,6.75,0.02,Floating
60,Male,Married,Retired,1063646,397203,7,461,6.75,0.8,Fixed
28,Male,Single,Salaried,912876,711160,3,328,6.75,0.87,Fixed
65,Male,Married,Retired,1185978,374948,4,879,6.75,0.87,Fixed
32,Female,Single,Salaried,1020830,565367,2,759,6.75,0.05,Fixed
34,Female,Married,Salaried,692222,245644,5,588,6.75,0.93,Floating
71,Female,Married,Retired,1533617,789236,5,665,6.75,0.95,Fixed
67,Male,Married,Retired,251167,463755,1,771,6.75,0.55,Floating
45,Female,Married,Salaried,797488,297653,4,401,6.75,0.28,Fixed
21,Male,Married,Salaried,1927172,568741,3,418,6.75,0.86,Floating
39,Female,Married,Salaried,1052792,22234,7,717,6.75,0.79,Floating
56,Male,Married,Salaried,207247,197044,5,764,6.75,1.0,Floating
51,Female,Married,Salaried,1564701,411663,6,403,6.75,0.44,Fixed
61,Male,Single,Retired,857935,537866,2,349,6.75,0.8,Floating
59,Female,Married,Salaried,470159,534961,1,774,6.75,0.13,Fixed
57,Female,Married,Salaried,1526769,337618,3,890,6.75,0.3,Fixed
29,Male,Married,Salaried,1548627,675557,3,483,6.75,0.2,Floating
19,Female,Married,Salaried,1713572,130682,7,439,6.75,0.67,Fixed
45,Male,Married,Salaried,515557,419615,7,412,6.75,0.77,Fixed
84,Female,Single,Retired,930037,819044,6,867,6.75,1.3,Floating
88,Female,Single,Retired,853592,672823,4,531,6.75,1.25,Floating
89,Female,Married,Retired,533587,882229,8,436,6.75,0.99,Floating
27,Male,Married,Salaried,1286044,1175896,2,464,6.75,0.39,Floating
74,Male,Married,Retired,1546644,316250,7,704,6.75,0.6,Floating
54,Female,Married,Salaried,771991,602220,1,418,6.75,0.58,Floating
81,Female,Married,Retired,1077693,256644,8,812,6.75,0.95,Floating
57,Male,Married,Salaried,1072117,170413,5,800,6.75,0.24,Fixed
77,Male,Married,Retired,1541961,629508,6,631,6.75,1.3,Floating
65,Male,Married,Retired,1003840,508843,6,876,6.75,1.21,Floating
36,Female,Married,Salaried,1016381,380051,1,579,6.75,0.57,Fixed
89,Female,Married,Retired,1457744,672137,7,643,6.75,0.7,Fixed
50,Male,Married,Salaried,1061770,391193,3,476,6.75,0.57,Floating
61,Male,Married,Retired,715506,48527,2,845,6.75,0.7,Floating
54,Male,Married,Salaried,453143,703292,7,402,6.75,0.73,Floating
53,Male,Single,Salaried,690597,294400,9,423,6.75,0.17,Fixed
38,Female,Single,Self-Employed,1121299,725209,4,782,6.75,0.74,Floating
19,Male,Married,Salaried,350157,608213,7,349,6.75,0.54,Fixed
48,Female,Married,Self-Employed,1136636,288281,5,565,6.75,0.98,Floating
47,Female,Married,Salaried,244044,411770,7,390,6.75,0.47,Fixed
61,Male,Single,Retired,501802,216863,1,562,6.75,0.74,Floating
29,Male,Single,Salaried,1326080,778297,9,697,6.75,0.84,Fixed
68,Female,Married,Retired,777511,329507,6,698,6.75,1.08,Floating
66,Male,Married,Retired,1115079,754961,8,606,6.75,1.04,Fixed
41,Female,Married,Salaried,972380,519483,9,663,6.75,0.11,Floating
41,Male,Single,Salaried,1778857,327113,1,486,6.75,0.38,Floating
77,Female,Single,Retired,1067968,650369,5,628,6.75,0.5,Fixed
28,Male,Married,Salaried,488584,765240,7,730,6.75,0.22,Fixed
30,Male,Single,Salaried,1304136,145453,8,332,6.75,0.53,Fixed
89,Male,Married,Retired,473426,40980,3,844,6.75,0.97,Floating
89,Female,Married,Retired,1496039,476542,8,337,6.75,1.0699999999999998,Fixed
81,Female,Married,Retired,1396731,378864,5,832,6.75,1.37,Floating
37,Male,Married,Salaried,1148124,644358,1,880,6.75,0.26,Floating
89,Male,Married,Retired,1377502,737398,4,566,6.75,1.1800000000000002,Floating
88,Male,Married,Retired,1586701,1289,2,776,6.75,1.05,Fixed
45,Male,Single,Salaried,986367,387493,5,487,6.75,0.82,Fixed
19,Female,Single,Salaried,1085348,32302,4,681,6.75,0.27,Floating
60,Male,Married,Retired,1121120,92710,2,755,6.75,1.49,Floating
25,Female,Married,Salaried,633582,4086,7,355,6.75,0.66,Floating
30,Female,Single,Salaried,711911,385751,2,793,6.75,0.04,Fixed
52,Male,Married,Salaried,1028878,25438,2,662,6.75,0.0,Fixed
40,Female,Single,Salaried,997012,300063,4,598,6.75,0.87,Fixed
63,Male,Married,Retired,1127118,239831,5,863,6.75,0.76,Fixed
32,Male,Single,Self-Employed,753234,397144,3,603,6.75,0.24,Floating
19,Female,Married,Salaried,263834,499603,9,398,6.75,0.55,Floating
78,Male,Married,Retired,1734980,476345,6,855,6.75,0.67,Fixed
81,Male,Married,Retired,303271,132141,8,433,6.75,0.79,Floating
69,Female,Single,Retired,1406808,488356,5,446,6.75,1.02,Floating
53,Female,Married,Salaried,847934,372599,8,527,6.75,0.98,Fixed
84,Male,Single,Retired,1099898,637521,6,531,6.75,0.65,Floating
86,Female,Single,Retired,1331231,299841,7,699,6.75,0.54,Fixed
84,Male,Married,Retired,771822,674606,2,694,6.75,1.21,Fixed
64,Female,Married,Retired,316150,206925,6,870,6.75,1.12,Fixed
19,Male,Married,Salaried,1500003,221415,5,386,6.75,0.31,Fixed
61,Female,Married,Retired,1334329,467115,8,718,6.75,0.78,Fixed
81,Female,Married,Retired,1036058,17350,5,359,6.75,1.37,Floating
45,Male,Married,Salaried,1412458,235737,7,806,6.75,0.32,Floating
71,Female,Married,Retired,1164079,843610,4,466,6.75,1.0899999999999999,Fixed
84,Female,Married,Retired,972581,699854,2,790,6.75,0.9299999999999999,Fixed
53,Female,Married,Salaried,899717,384340,3,431,6.75,0.53,Fixed
80,Male,Married,Retired,74948,1205230,4,475,6.75,1.3900000000000001,Floating
42,Male,Single,Salaried,1133791,449852,3,754,6.75,0.45,Fixed
65,Female,Married,Retired,492044,545627,7,859,6.75,1.33,Floating
56,Male,Single,Salaried,1219864,934494,5,637,6.75,0.6,Fixed
64,Female,Married,Retired,854377,597434,3,800,6.75,0.86,Floating
38,Male,Married,Self-Employed,136062,405517,3,361,6.75,0.02,Floating
47,Male,Married,Salaried,968485,708599,9,426,6.75,0.67,Floating
48,Male,Single,Salaried,775266,683028,9,322,6.75,0.7,Floating
43,Female,Married,Salaried,1689143,281463,5,487,6.75,0.99,Fixed
39,Female,Married,Salaried,1197,435338,2,404,6.75,0.71,Fixed
38,Male,Single,Salaried,585059,541583,5,597,6.75,0.82,Floating
18,Female,Married,Salaried,410982,543656,4,465,6.75,0.17,Fixed
54,Male,Married,Salaried,1394902,240992,6,357,6.75,0.76,Floating
63,Female,Married,Retired,1106245,589302,6,746,6.75,0.85,Fixed
26,Male,Married,Salaried,1373512,391223,6,742,6.75,0.98,Fixed
34,Female,Single,Self-Employed,442648,642163,7,810,6.75,0.45,Floating
64,Male,Married,Retired,518268,766029,2,832,6.75,0.96,Floating
76,Female,Married,Retired,1029098,255133,4,861,6.75,1.0,Fixed
71,Male,Single,Retired,1867448,390044,9,636,6.75,0.81,Floating
29,Male,Single,Salaried,1271828,555797,5,568,6.75,0.38,Floating
81,Male,Married,Retired,561322,719565,1,355,6.75,0.89,Fixed
23,Female,Single,Salaried,1108956,328568,6,519,6.75,0.51,Fixed
70,Male,Married,Retired,1297932,510466,5,316,6.75,0.64,Fixed
33,Female,Single,Salaried,320256,984066,2,608,6.75,0.6,Fixed
22,Male,Married,Salaried,872457,746714,3,387,6.75,0.54,Floating
63,Male,Married,Retired,909680,425673,3,781,6.75,1.48,Floating
31,Male,Married,Self-Employed,1897838,1060474,7,336,6.75,0.87,Floating
61,Female,Single,Retired,1048101,640888,5,412,6.75,0.96,Floating
80,Female,Married,Retired,1831864,1022884,9,497,6.75,1.2,Fixed
69,Female,Married,Retired,625923,836662,1,483,6.75,1.1600000000000001,Floating
43,Female,Married,Salaried,1273903,1357239,3,706,6.75,0.23,Floating
70,Male,Married,Retired,306577,943010,8,715,6.75,0.8300000000000001,Fixed
46,Female,Single,Salaried,1307804,364330,3,413,6.75,0.03,Fixed
36,Male,Single,Self-Employed,806541,742111,3,642,6.75,0.1,Floating
64,Female,Single,Retired,837601,230222,8,682,6.75,0.81,Floating
25,Male,Married,Salaried,1356400,775551,3,805,6.75,0.78,Floating
40,Female,Married,Self-Employed,1406729,1010877,2,383,6.75,0.72,Fixed
52,Male,Married,Salaried,1152486,250848,3,790,6.75,0.96,Fixed
70,Male,Single,Retired,1903852,721912,2,850,6.75,0.87,Fixed
75,Male,Married,Retired,1034287,692681,8,549,6.75,0.8400000000000001,Fixed
22,Male,Married,Salaried,1163562,701748,5,717,6.75,0.1,Fixed
33,Male,Married,Self-Employed,1132318,145321,3,636,6.75,0.79,Floating
34,Female,Married,Self-Employed,1350653,358429,8,762,6.75,0.17,Floating
49,Female,Married,Self-Employed,1012069,596900,8,896,6.75,0.95,Fixed
69,Male,Single,Retired,488600,390452,4,421,6.75,0.8200000000000001,Floating
37,Male,Married,Self-Employed,1189353,211283,9,556,6.75,0.65,Fixed
83,Male,Married,Retired,232172,789283,1,664,6.75,0.95,Fixed
18,Female,Married,Salaried,1428467,306975,7,465,6.75,0.22,Floating
75,Male,Married,Retired,1586199,490460,5,341,6.75,0.96,Fixed
61,Male,Single,Retired,757224,1171763,7,868,6.75,0.8300000000000001,Fixed
23,Male,Married,Salaried,740325,809092,8,535,6.75,0.63,Fixed
67,Male,Married,Retired,23883,513736,3,819,6.75,1.05,Floating
89,Male,Single,Retired,973063,620269,3,514,6.75,0.58,Floating
37,Male,Married,Salaried,1191516,586702,1,358,6.75,0.07,Fixed
31,Male,Married,Salaried,1166234,63522,5,694,6.75,0.97,Floating
22,Male,Married,Salaried,1134594,602055,8,642,6.75,0.3,Floating
58,Male,Married,Salaried,867861,843263,1,543,6.75,0.09,Floating
57,Female,Married,Salaried,1455457,476314,2,847,6.75,0.18,Fixed
51,Male,Married,Salaried,516890,724526,2,583,6.75,0.15,Floating
62,Male,Married,Retired,529494,657482,2,380,6.75,0.71,Floating
88,Male,Married,Retired,325300,696027,5,883,6.75,0.55,Fixed
88,Female,Married,Retired,671671,183910,7,812,6.75,0.7,Floating
44,Female,Married,Salaried,427656,621976,3,648,6.75,0.94,Floating
61,Female,Married,Retired,144340,1016247,1,735,6.75,1.0699999999999998,Fixed
50,Male,Married,Salaried,639024,492817,9,568,6.75,0.33,Floating
50,Male,Single,Salaried,1405830,421888,9,578,6.75,0.79,Floating
61,Male,Married,Retired,1144858,747828,4,589,6.75,1.4,Floating
37,Male,Married,Salaried,1314478,778846,5,892,6.75,0.07,Floating
53,Male,Married,Salaried,1263999,865786,4,770,6.75,0.34,Floating
24,Female,Single,Salaried,838435,465626,8,738,6.75,0.82,Floating
49,Female,Single,Salaried,885741,660791,1,839,6.75,0.61,Fixed
84,Male,Single,Retired,641069,1082022,4,574,6.75,1.1800000000000002,Floating
56,Male,Married,Salaried,1123871,257454,4,440,6.75,0.56,Floating
41,Male,Married,Salaried,2429317,169502,3,606,6.75,0.08,Floating
87,Male,Married,Retired,348140,736454,4,568,6.75,1.35,Floating
71,Female,Married,Retired,1498890,628896,7,796,6.75,0.74,Floating
55,Male,Single,Salaried,733494,376442,5,351,6.75,0.1,Floating
49,Female,Married,Salaried,1726740,306484,3,804,6.75,0.34,Fixed
62,Male,Married,Retired,1183998,477005,6,546,6.75,1.25,Fixed
78,Male,Single,Retired,713209,803956,9,335,6.75,1.38,Floating
87,Male,Married,Retired,882071,784523,3,406,6.75,1.15,Floating
70,Female,Married,Retired,1358323,567441,2,854,6.75,0.86,Floating
68,Male,Married,Retired,1844887,357260,9,440,6.75,1.23,Fixed
73,Male,Married,Retired,1403283,253261,5,391,6.75,1.27,Floating
44,Male,Married,Salaried,777879,635203,5,490,6.75,0.92,Fixed
55,Male,Married,Salaried,1243829,701023,7,482,6.75,0.12,Fixed
79,Male,Married,Retired,1798575,456988,2,505,6.75,0.64,Fixed
35,Male,Married,Salaried,1232493,1199795,5,340,6.75,0.44,Floating
81,Female,Single,Retired,935354,278046,8,726,6.75,0.8400000000000001,Floating
47,Female,Married,Salaried,293195,943717,8,637,6.75,0.77,Fixed
66,Male,Single,Retired,1614766,728774,7,820,6.75,1.0899999999999999,Floating
58,Female,Single,Salaried,935437,445128,5,836,6.75,0.1,Floating
30,Male,Single,Self-Employed,645902,19819,4,585,6.75,0.53,Fixed
51,Female,Married,Salaried,1366293,917498,2,683,6.75,0.29,Floating
42,Male,Married,Salaried,1386008,516779,2,883,6.75,0.41,Floating
83,Male,Single,Retired,538479,1041251,3,836,6.75,0.58,Fixed
35,Male,Single,Salaried,622787,520376,3,555,6.75,0.04,Floating
22,Female,Married,Salaried,1281484,935629,7,393,6.75,0.97,Fixed
36,Male,Single,Self-Employed,1604483,71779,6,760,6.75,0.74,Fixed
59,Male,Married,Salaried,835190,96604,1,330,6.75,0.65,Floating
35,Male,Single,Salaried,896474,379216,6,591,6.75,0.68,Floating
49,Male,Married,Salaried,654727,150179,5,872,6.75,0.64,Fixed
38,Female,Married,Salaried,1615830,594613,6,830,6.75,0.38,Fixed
27,Male,Married,Salaried,1328355,271884,8,534,6.75,0.5,Floating
