Age,Gender,Marital Status,Dependents,Employment,Income (₹),Years in Job,Credit Score,Active Loans,Missed Payments (12M),Loan Amount (₹),LTV (%),DTI (%),Loan Tenure (yrs),Repayment Type,Co-applicant Present,Co-applicant Income (₹),Existing Customer,Salary Account,Base Rate Type,Base Rate (%),Dynamic Rate (%)
19,Female,Single,2,Salaried,1380000,1,636,3,3,550000,82,44,23,Step-up EMI,Yes,1970000,Yes,No,Fixed,6.5,9.53
48,Other,Widowed,4,Contractual,1640000,9,704,1,3,2180000,78,40,11,Standard EMI,Yes,870000,Yes,Yes,Fixed,6.5,7.27
21,Other,Single,4,Part-time,250000,2,583,3,3,570000,87,39,25,Standard EMI,No,1500000,Yes,Yes,Floating,6.5,10.32
75,Female,Divorced,2,Salaried,580000,14,808,4,0,1220000,56,35,14,Step-up EMI,No,1980000,Yes,Yes,Fixed,6.5,7.28
31,Female,Single,0,Salaried,490000,7,750,0,0,8360000,77,27,12,Step-up EMI,Yes,30000,No,No,Fixed,6.5,6.59
63,Female,Divorced,0,Salaried,990000,4,650,0,3,1710000,62,25,8,Standard EMI,Yes,1120000,Yes,No,Floating,6.5,8.69
46,Other,Married,3,Part-time,910000,21,651,4,0,2140000,79,37,15,Standard EMI,Yes,70000,Yes,No,Floating,6.5,10.1
61,Male,Divorced,0,Salaried,1260000,39,666,3,0,1050000,67,28,11,Step-up EMI,No,500000,Yes,No,Fixed,6.5,9.53
24,Male,Single,3,Salaried,1320000,4,601,4,2,250000,81,41,24,Standard EMI,Yes,380000,Yes,No,Floating,6.5,8.04
62,Male,Married,1,Salaried,1430000,24,654,3,1,1270000,52,35,8,Standard EMI,Yes,2100000,Yes,Yes,Floating,6.5,10.1
55,Male,Divorced,4,Contractual,1540000,2,712,3,3,3220000,84,33,11,Step-up EMI,No,1490000,Yes,Yes,Floating,6.5,7.64
61,Other,Single,2,Part-time,310000,31,658,4,2,1660000,74,20,10,Standard EMI,No,80000,Yes,Yes,Fixed,6.5,9.11
74,Other,Widowed,1,Retired,350000,46,648,5,2,960000,65,31,15,Step-up EMI,Yes,1800000,Yes,No,Fixed,6.5,9.12
56,Female,Married,2,Contractual,1900000,31,703,2,3,2960000,84,28,22,Standard EMI,Yes,1840000,No,Yes,Fixed,6.5,7.47
26,Other,Single,0,Part-time,190000,7,660,5,3,1550000,81,41,20,Standard EMI,No,2390000,Yes,Yes,Floating,6.5,8.42
67,Male,Single,2,Contractual,970000,34,748,0,0,2360000,59,28,8,Step-up EMI,Yes,1150000,No,No,Fixed,6.5,7.98
25,Female,Single,4,Salaried,880000,2,677,3,3,1910000,80,33,30,Standard EMI,Yes,1650000,Yes,No,Fixed,6.5,9.4
45,Male,Widowed,0,Part-time,890000,18,646,5,1,1160000,84,26,10,Standard EMI,Yes,1560000,No,No,Fixed,6.5,7.23
53,Female,Single,1,Part-time,1070000,26,709,0,1,1700000,77,27,22,Step-up EMI,Yes,400000,No,No,Fixed,6.5,8.2
24,Other,Single,0,Part-time,630000,6,597,5,2,830000,84,30,25,Standard EMI,Yes,900000,Yes,Yes,Fixed,6.5,10.96
67,Female,Widowed,3,Part-time,560000,21,651,3,3,1050000,53,26,9,Standard EMI,No,890000,Yes,No,Floating,6.5,8.97
47,Female,Divorced,1,Contractual,1900000,27,658,1,0,1680000,85,37,11,Step-up EMI,Yes,1990000,No,No,Floating,6.5,8.24
25,Male,Single,0,Contractual,170000,6,585,3,2,1170000,84,44,29,Standard EMI,Yes,410000,No,Yes,Floating,6.5,10.43
41,Male,Single,1,Contractual,1810000,1,681,1,0,3680000,75,30,11,Standard EMI,Yes,2120000,No,No,Fixed,6.5,10.91
26,Male,Single,4,Contractual,440000,1,624,4,2,790000,83,31,29,Step-up EMI,Yes,1830000,No,Yes,Fixed,6.5,8.42
54,Male,Single,2,Part-time,530000,2,659,3,2,3020000,82,33,19,Step-up EMI,No,1480000,Yes,No,Fixed,6.5,8.0
48,Female,Married,2,Part-time,910000,1,686,5,2,3400000,78,26,19,Standard EMI,Yes,1480000,No,No,Floating,6.5,9.54
29,Other,Single,4,Contractual,420000,3,571,3,0,820000,85,34,22,Step-up EMI,Yes,310000,Yes,No,Fixed,6.5,9.84
28,Other,Single,0,Salaried,1040000,1,536,4,0,1870000,87,34,24,Standard EMI,No,1110000,Yes,Yes,Fixed,6.5,9.45
41,Female,Married,4,Salaried,2240000,22,769,5,3,8160000,77,39,21,Standard EMI,Yes,110000,No,No,Fixed,6.5,8.82
44,Female,Divorced,1,Part-time,1070000,8,615,0,3,3250000,77,33,13,Step-up EMI,Yes,1630000,Yes,Yes,Floating,6.5,10.32
36,Female,Widowed,1,Salaried,920000,15,808,5,1,3010000,79,40,12,Step-up EMI,No,460000,No,Yes,Fixed,6.5,7.5
75,Male,Divorced,0,Part-time,520000,35,704,1,1,1530000,71,29,6,Step-up EMI,No,980000,No,Yes,Fixed,6.5,7.82
75,Male,Widowed,2,Contractual,660000,26,753,5,2,1370000,68,28,10,Step-up EMI,Yes,2020000,Yes,Yes,Fixed,6.5,6.57
61,Male,Divorced,0,Salaried,1010000,23,808,5,0,2500000,61,22,15,Standard EMI,Yes,1900000,No,No,Floating,6.5,6.88
53,Male,Married,4,Salaried,2580000,34,776,1,3,3860000,77,37,12,Standard EMI,No,780000,No,No,Floating,6.5,7.98
63,Other,Widowed,2,Part-time,690000,39,615,1,2,1310000,64,21,5,Step-up EMI,No,40000,Yes,Yes,Floating,6.5,7.89
74,Other,Single,4,Salaried,620000,6,707,5,2,2270000,55,29,12,Step-up EMI,Yes,1340000,No,No,Floating,6.5,6.79
66,Other,Widowed,3,Part-time,390000,25,700,2,1,1510000,64,21,5,Step-up EMI,No,1100000,No,Yes,Floating,6.5,9.53
74,Female,Single,2,Salaried,1180000,49,829,3,3,2260000,74,21,5,Standard EMI,Yes,1100000,Yes,No,Floating,6.5,6.62
69,Female,Divorced,0,Contractual,530000,25,662,5,1,1260000,57,25,6,Step-up EMI,Yes,840000,Yes,Yes,Fixed,6.5,9.36
70,Female,Single,4,Salaried,1170000,50,816,1,2,1720000,58,31,6,Standard EMI,Yes,2280000,No,No,Fixed,6.5,6.16
20,Male,Single,2,Part-time,680000,1,697,5,2,1030000,87,42,20,Step-up EMI,No,170000,No,No,Fixed,6.5,10.1
71,Male,Widowed,1,Salaried,620000,51,716,2,2,1650000,69,23,14,Step-up EMI,Yes,2440000,Yes,No,Fixed,6.5,5.85
30,Male,Single,3,Contractual,110000,3,538,5,3,1640000,90,43,28,Standard EMI,Yes,830000,Yes,Yes,Fixed,6.5,9.53
72,Other,Married,2,Retired,350000,14,617,1,1,1280000,66,20,11,Step-up EMI,No,1680000,Yes,Yes,Fixed,6.5,8.89
36,Other,Married,4,Part-time,670000,9,667,4,3,1910000,79,28,21,Step-up EMI,No,960000,No,Yes,Floating,6.5,8.7
25,Other,Single,2,Contractual,200000,4,589,3,1,960000,89,30,22,Step-up EMI,Yes,1320000,No,No,Fixed,6.5,7.9
74,Male,Married,2,Part-time,590000,30,698,2,2,1120000,59,33,6,Step-up EMI,Yes,1580000,Yes,No,Fixed,6.5,10.44
27,Male,Single,1,Part-time,570000,6,563,2,0,1100000,84,30,27,Standard EMI,Yes,350000,No,Yes,Fixed,6.5,8.81
28,Female,Single,3,Salaried,510000,10,513,0,2,1080000,84,33,25,Step-up EMI,No,950000,No,No,Floating,6.5,9.36
72,Male,Widowed,0,Contractual,1000000,9,700,4,3,2480000,69,27,11,Standard EMI,No,590000,Yes,No,Floating,6.5,9.69
66,Female,Married,0,Contractual,680000,17,679,5,1,1170000,73,20,8,Step-up EMI,Yes,1970000,No,No,Floating,6.5,9.4
51,Male,Divorced,3,Part-time,1080000,14,623,0,1,3100000,83,32,19,Standard EMI,Yes,1650000,No,No,Fixed,6.5,7.98
23,Male,Single,0,Part-time,630000,4,641,2,0,250000,90,44,30,Step-up EMI,No,680000,No,No,Floating,6.5,9.0
49,Other,Widowed,2,Part-time,890000,25,603,2,3,3140000,83,30,12,Step-up EMI,Yes,380000,No,Yes,Fixed,6.5,10.25
51,Male,Widowed,2,Part-time,510000,9,604,0,3,3400000,77,38,20,Step-up EMI,Yes,1040000,Yes,Yes,Fixed,6.5,8.37
28,Male,Single,4,Salaried,160000,5,657,2,1,880000,85,41,21,Standard EMI,No,100000,No,No,Fixed,6.5,8.58
60,Female,Divorced,4,Part-time,770000,20,628,4,3,510000,54,23,11,Step-up EMI,No,230000,No,Yes,Fixed,6.5,8.78
32,Male,Single,3,Part-time,810000,9,717,0,1,3130000,82,30,23,Standard EMI,No,2140000,Yes,Yes,Fixed,6.5,7.19
75,Female,Married,0,Retired,270000,24,740,1,2,690000,51,35,9,Standard EMI,No,410000,Yes,No,Fixed,6.5,6.47
31,Female,Married,3,Contractual,1060000,11,670,0,2,2550000,75,35,14,Standard EMI,No,1490000,No,Yes,Floating,6.5,9.11
67,Other,Divorced,2,Contractual,970000,8,672,5,0,1320000,65,22,14,Standard EMI,Yes,2250000,Yes,Yes,Fixed,6.5,9.36
67,Male,Married,3,Contractual,1180000,38,713,3,3,1300000,64,27,15,Step-up EMI,No,1370000,Yes,Yes,Fixed,6.5,7.7
68,Male,Single,0,Retired,370000,7,709,2,0,1100000,54,25,10,Step-up EMI,Yes,1010000,Yes,Yes,Fixed,6.5,7.88
18,Female,Single,0,Salaried,150000,1,704,1,1,1180000,82,42,27,Standard EMI,Yes,130000,Yes,No,Fixed,6.5,5.4
21,Other,Single,2,Contractual,460000,3,564,1,3,1360000,85,36,20,Step-up EMI,No,900000,No,No,Floating,6.5,9.46
33,Other,Single,1,Contractual,1710000,7,674,1,0,4480000,79,34,24,Step-up EMI,Yes,130000,Yes,No,Floating,6.5,8.15
71,Male,Married,2,Contractual,810000,37,731,3,1,1470000,61,35,9,Standard EMI,Yes,230000,No,No,Floating,6.5,7.06
64,Male,Married,1,Salaried,1170000,14,739,4,2,1390000,59,21,14,Step-up EMI,No,1040000,Yes,No,Fixed,6.5,7.14
40,Male,Single,0,Salaried,2300000,11,729,1,0,9230000,79,32,17,Standard EMI,No,140000,Yes,No,Fixed,6.5,8.32
45,Male,Single,2,Contractual,710000,26,708,3,1,3090000,77,33,23,Step-up EMI,No,1980000,No,No,Fixed,6.5,6.07
61,Male,Divorced,3,Retired,520000,3,628,0,3,1330000,70,26,5,Step-up EMI,Yes,40000,Yes,Yes,Fixed,6.5,9.0
63,Female,Widowed,4,Part-time,410000,30,657,5,2,1500000,52,21,12,Standard EMI,No,210000,Yes,No,Fixed,6.5,7.68
19,Other,Single,3,Contractual,450000,1,719,1,2,960000,89,40,21,Step-up EMI,Yes,510000,No,No,Floating,6.5,8.4
61,Male,Widowed,2,Salaried,570000,10,792,4,0,1770000,70,33,13,Step-up EMI,Yes,650000,Yes,No,Fixed,6.5,5.51
73,Male,Married,1,Retired,230000,55,646,1,1,1410000,59,24,8,Step-up EMI,Yes,1520000,Yes,Yes,Fixed,6.5,9.15
64,Male,Single,2,Contractual,640000,41,715,3,3,1690000,53,29,10,Step-up EMI,No,670000,Yes,No,Floating,6.5,7.37
69,Other,Divorced,1,Salaried,1220000,7,761,3,1,1980000,53,30,12,Standard EMI,Yes,1430000,Yes,Yes,Floating,6.5,6.69
38,Female,Single,3,Contractual,1770000,4,710,5,1,2360000,75,34,10,Step-up EMI,Yes,970000,Yes,No,Fixed,6.5,7.34
75,Other,Married,0,Part-time,520000,31,613,2,2,660000,50,21,13,Step-up EMI,No,1700000,No,Yes,Floating,6.5,8.63
73,Male,Divorced,0,Part-time,670000,27,737,2,0,1060000,66,30,5,Standard EMI,No,1920000,Yes,No,Fixed,6.5,7.17
62,Other,Single,4,Part-time,340000,16,725,3,0,1390000,66,32,8,Standard EMI,Yes,2310000,No,No,Floating,6.5,8.05
69,Other,Divorced,0,Salaried,1280000,29,806,4,3,2600000,62,28,8,Step-up EMI,No,650000,No,No,Fixed,6.5,6.9
71,Male,Divorced,2,Part-time,680000,49,607,5,2,940000,64,31,5,Standard EMI,No,1990000,No,Yes,Floating,6.5,7.72
49,Male,Married,4,Contractual,1350000,27,689,2,1,3080000,80,38,18,Standard EMI,No,450000,Yes,Yes,Floating,6.5,8.95
23,Other,Single,1,Salaried,120000,3,597,0,2,1960000,88,41,21,Step-up EMI,Yes,1320000,No,No,Fixed,6.5,8.93
75,Male,Single,1,Salaried,1150000,11,805,0,0,2650000,65,27,5,Step-up EMI,Yes,280000,No,No,Floating,6.5,5.95
72,Other,Married,2,Salaried,1240000,41,748,1,3,2150000,53,32,9,Step-up EMI,No,2210000,No,No,Floating,6.5,6.16
33,Female,Divorced,2,Salaried,2590000,10,774,3,0,3580000,80,40,10,Standard EMI,Yes,1640000,Yes,No,Fixed,6.5,6.55
31,Female,Widowed,4,Salaried,2390000,13,693,0,0,3760000,76,38,24,Standard EMI,No,2470000,No,Yes,Floating,6.5,8.04
18,Other,Single,2,Salaried,1280000,1,620,3,1,1550000,87,37,21,Step-up EMI,No,1250000,No,Yes,Fixed,6.5,8.82
24,Other,Single,3,Part-time,240000,1,693,5,3,1970000,84,38,21,Standard EMI,No,1230000,No,No,Floating,6.5,9.43
19,Female,Single,2,Part-time,250000,1,551,4,3,370000,82,32,23,Standard EMI,Yes,540000,Yes,Yes,Fixed,6.5,9.37
38,Male,Divorced,4,Part-time,540000,12,673,0,2,2490000,82,32,13,Standard EMI,Yes,80000,No,No,Floating,6.5,9.51
18,Other,Single,0,Contractual,480000,1,675,0,2,420000,87,31,26,Standard EMI,Yes,1610000,No,Yes,Fixed,6.5,10.29
20,Other,Single,2,Part-time,620000,1,676,0,1,1740000,82,36,25,Step-up EMI,Yes,2370000,No,No,Fixed,6.5,10.1
46,Male,Single,3,Contractual,1910000,9,775,4,0,1670000,77,31,13,Step-up EMI,No,1160000,Yes,Yes,Fixed,6.5,7.08
21,Other,Single,4,Contractual,260000,2,732,2,2,680000,87,36,25,Step-up EMI,Yes,1980000,No,No,Fixed,6.5,6.79
67,Other,Divorced,4,Salaried,1410000,46,794,1,0,1750000,52,30,15,Standard EMI,No,1670000,Yes,No,Fixed,6.5,6.5
69,Male,Divorced,1,Salaried,770000,33,673,0,1,2090000,65,23,12,Standard EMI,No,1070000,Yes,No,Floating,6.5,8.63
63,Female,Widowed,4,Contractual,540000,7,800,2,0,2110000,66,23,14,Standard EMI,Yes,80000,No,Yes,Floating,6.5,6.3
30,Other,Single,0,Part-time,750000,10,741,4,0,1620000,81,38,21,Standard EMI,No,1100000,No,No,Floating,6.5,7.13
73,Male,Married,1,Part-time,230000,5,613,0,0,640000,75,29,5,Step-up EMI,Yes,930000,No,No,Floating,6.5,10.66
35,Female,Married,4,Salaried,1470000,10,684,2,0,4770000,83,35,13,Step-up EMI,No,1380000,No,Yes,Fixed,6.5,9.52
40,Male,Divorced,0,Salaried,1740000,4,731,4,0,3730000,76,38,22,Standard EMI,No,1320000,Yes,Yes,Floating,6.5,7.36
64,Male,Married,1,Part-time,380000,20,661,5,2,1700000,60,22,15,Standard EMI,No,810000,Yes,No,Floating,6.5,9.22
65,Female,Divorced,2,Salaried,620000,4,673,1,0,1500000,73,23,15,Step-up EMI,Yes,2130000,Yes,Yes,Floating,6.5,8.94
21,Female,Single,0,Salaried,870000,3,530,0,3,1980000,88,37,22,Step-up EMI,No,1860000,No,No,Floating,6.5,9.72
20,Other,Single,2,Contractual,490000,1,700,2,3,480000,88,45,26,Step-up EMI,No,2310000,No,No,Fixed,6.5,9.56
20,Male,Single,4,Contractual,300000,2,655,2,3,610000,81,39,26,Standard EMI,Yes,1110000,No,Yes,Fixed,6.5,10.24
58,Female,Widowed,2,Part-time,880000,3,619,4,3,3790000,76,30,20,Standard EMI,No,230000,No,Yes,Fixed,6.5,8.67
73,Male,Married,1,Part-time,280000,54,742,0,0,1590000,51,24,5,Step-up EMI,Yes,1290000,No,Yes,Floating,6.5,7.56
61,Female,Widowed,3,Salaried,640000,15,812,2,0,2340000,72,23,14,Step-up EMI,Yes,270000,Yes,Yes,Floating,6.5,7.31
29,Female,Single,2,Contractual,370000,11,618,5,3,330000,86,33,26,Step-up EMI,Yes,890000,No,Yes,Floating,6.5,7.97
67,Male,Single,1,Retired,480000,22,686,3,3,870000,59,29,10,Step-up EMI,No,460000,No,No,Floating,6.5,8.92
20,Female,Single,3,Salaried,390000,2,583,3,1,1240000,86,41,22,Step-up EMI,Yes,1890000,Yes,Yes,Floating,6.5,9.38
62,Male,Married,1,Salaried,610000,41,658,5,3,2340000,60,34,7,Step-up EMI,Yes,2020000,No,No,Fixed,6.5,9.76
58,Other,Single,0,Part-time,990000,31,742,3,2,1470000,79,35,10,Step-up EMI,No,1880000,Yes,Yes,Floating,6.5,6.41
43,Male,Single,1,Contractual,1420000,19,734,5,1,3920000,84,35,25,Standard EMI,No,1870000,Yes,No,Floating,6.5,6.32
30,Female,Single,0,Part-time,390000,5,622,2,2,660000,87,31,29,Standard EMI,No,1230000,No,Yes,Floating,6.5,8.9
73,Other,Widowed,1,Part-time,230000,25,676,1,1,1870000,58,33,7,Step-up EMI,Yes,760000,Yes,Yes,Floating,6.5,9.38
71,Male,Divorced,4,Retired,390000,19,650,3,1,1440000,59,22,10,Step-up EMI,No,2330000,No,Yes,Floating,6.5,8.85
49,Female,Widowed,1,Contractual,810000,24,788,0,3,1910000,80,29,13,Step-up EMI,No,2010000,Yes,Yes,Fixed,6.5,7.84
67,Female,Widowed,3,Salaried,1210000,3,847,1,0,1390000,67,31,6,Standard EMI,Yes,1530000,No,Yes,Fixed,6.5,5.95
24,Female,Single,3,Part-time,630000,2,599,3,1,140000,82,42,25,Standard EMI,Yes,2170000,Yes,Yes,Floating,6.5,7.85
29,Female,Single,1,Salaried,170000,11,577,3,0,1840000,87,41,25,Standard EMI,No,1070000,Yes,Yes,Fixed,6.5,8.88
25,Other,Single,1,Salaried,870000,3,644,4,2,1400000,81,40,30,Step-up EMI,Yes,2460000,Yes,No,Fixed,6.5,9.92
68,Other,Single,3,Salaried,800000,24,803,5,0,1480000,56,21,8,Step-up EMI,Yes,2360000,Yes,No,Floating,6.5,5.28
68,Male,Single,0,Salaried,1400000,10,714,0,3,1850000,54,30,9,Step-up EMI,Yes,620000,Yes,Yes,Floating,6.5,7.03
40,Other,Single,1,Salaried,2170000,10,760,5,3,9350000,79,36,13,Step-up EMI,Yes,1600000,Yes,Yes,Floating,6.5,7.39
45,Male,Divorced,2,Part-time,530000,26,729,0,2,1050000,85,31,15,Step-up EMI,Yes,2280000,Yes,Yes,Fixed,6.5,7.25
74,Other,Divorced,0,Salaried,720000,30,771,2,3,1410000,54,22,12,Step-up EMI,Yes,100000,Yes,No,Fixed,6.5,6.37
34,Other,Divorced,0,Salaried,690000,15,742,4,1,3760000,76,29,22,Step-up EMI,No,1810000,Yes,No,Floating,6.5,7.36
26,Male,Single,1,Contractual,280000,7,719,5,0,1390000,80,33,24,Standard EMI,Yes,640000,No,No,Floating,6.5,7.92
24,Male,Single,0,Part-time,760000,1,685,2,1,970000,90,30,27,Step-up EMI,Yes,1810000,Yes,Yes,Floating,6.5,8.62
18,Female,Single,0,Part-time,700000,1,643,2,2,1260000,88,39,26,Standard EMI,No,2070000,No,Yes,Fixed,6.5,9.23
61,Male,Single,3,Retired,300000,19,664,2,0,1280000,60,20,5,Standard EMI,No,490000,Yes,No,Fixed,6.5,7.91
26,Male,Single,1,Part-time,360000,6,684,0,3,460000,86,45,21,Step-up EMI,Yes,970000,No,No,Fixed,6.5,8.19
19,Male,Single,3,Contractual,230000,1,717,0,0,1840000,84,45,21,Standard EMI,Yes,590000,Yes,Yes,Floating,6.5,8.13
28,Male,Single,0,Salaried,1400000,7,641,1,2,1720000,84,33,23,Step-up EMI,Yes,350000,Yes,Yes,Floating,6.5,8.32
48,Other,Divorced,0,Salaried,1700000,25,764,5,3,6940000,75,37,21,Step-up EMI,Yes,1730000,No,Yes,Floating,6.5,6.63
31,Male,Single,2,Contractual,550000,11,665,5,3,4430000,83,27,12,Standard EMI,Yes,1990000,No,No,Floating,6.5,8.84
18,Male,Single,4,Contractual,320000,1,591,1,0,720000,80,33,29,Standard EMI,Yes,1980000,Yes,Yes,Fixed,6.5,9.24
57,Female,Divorced,3,Salaried,2540000,32,693,1,0,4180000,84,32,12,Standard EMI,No,2110000,No,Yes,Floating,6.5,9.41
65,Other,Single,3,Salaried,1190000,12,732,3,2,1600000,56,34,14,Step-up EMI,Yes,60000,No,Yes,Floating,6.5,7.21
57,Female,Divorced,2,Contractual,1680000,18,709,2,3,2050000,83,34,19,Standard EMI,Yes,2440000,Yes,No,Floating,6.5,5.47
31,Male,Married,1,Contractual,1690000,6,707,0,0,3320000,76,33,25,Standard EMI,Yes,1600000,No,Yes,Fixed,6.5,6.64
73,Female,Married,3,Part-time,630000,13,675,5,3,1710000,67,20,15,Step-up EMI,Yes,1860000,Yes,Yes,Floating,6.5,8.27
26,Other,Single,0,Part-time,330000,5,697,0,0,1420000,82,41,21,Step-up EMI,No,1350000,Yes,No,Fixed,6.5,9.71
24,Female,Single,1,Part-time,260000,1,574,1,2,1500000,90,36,20,Step-up EMI,No,1330000,No,Yes,Fixed,6.5,8.93
60,Other,Single,0,Salaried,970000,1,678,4,0,1850000,53,33,10,Step-up EMI,Yes,640000,No,Yes,Fixed,6.5,9.9
70,Other,Married,2,Part-time,520000,45,605,0,3,1040000,56,33,12,Step-up EMI,No,2360000,Yes,No,Fixed,6.5,8.56
26,Male,Single,2,Contractual,340000,4,736,3,3,360000,81,37,28,Standard EMI,No,1760000,Yes,Yes,Fixed,6.5,6.73
58,Female,Divorced,1,Part-time,860000,10,742,2,2,2590000,80,25,20,Step-up EMI,No,530000,Yes,Yes,Floating,6.5,7.24
73,Male,Single,3,Salaried,1200000,6,670,2,3,2730000,52,33,9,Standard EMI,No,1770000,No,Yes,Floating,6.5,9.29
62,Female,Widowed,0,Retired,260000,11,704,0,1,600000,64,32,13,Standard EMI,Yes,20000,Yes,No,Floating,6.5,6.68
66,Male,Widowed,4,Retired,380000,38,628,4,2,1230000,66,21,15,Standard EMI,No,660000,Yes,No,Fixed,6.5,9.36
49,Other,Single,2,Salaried,560000,5,812,2,2,4230000,82,27,10,Standard EMI,Yes,2160000,No,Yes,Floating,6.5,6.47
71,Other,Divorced,4,Part-time,440000,15,660,1,0,1620000,54,24,7,Step-up EMI,Yes,820000,No,No,Floating,6.5,9.67
73,Other,Widowed,4,Part-time,360000,53,610,3,0,1880000,57,20,7,Step-up EMI,Yes,1470000,No,No,Fixed,6.5,9.17
32,Female,Married,3,Contractual,1480000,9,787,4,1,2240000,81,32,15,Step-up EMI,No,890000,Yes,No,Floating,6.5,6.18
68,Male,Widowed,3,Retired,570000,18,725,4,3,1120000,74,27,9,Standard EMI,No,2010000,Yes,No,Floating,6.5,5.99
18,Male,Single,3,Part-time,120000,1,539,4,2,1530000,85,36,28,Step-up EMI,No,1560000,No,Yes,Floating,6.5,7.66
64,Other,Divorced,1,Contractual,1190000,12,741,0,1,1650000,70,29,7,Standard EMI,No,1510000,Yes,Yes,Floating,6.5,5.93
71,Other,Divorced,2,Part-time,700000,14,642,4,0,1770000,68,29,5,Step-up EMI,Yes,750000,No,Yes,Fixed,6.5,7.39
25,Male,Single,2,Salaried,1020000,1,693,5,3,220000,86,36,26,Step-up EMI,Yes,1300000,Yes,No,Fixed,6.5,9.18
69,Female,Widowed,1,Salaried,530000,14,797,3,1,2410000,63,31,9,Standard EMI,No,700000,Yes,No,Floating,6.5,5.88
71,Other,Married,3,Part-time,470000,35,651,1,2,690000,75,22,13,Step-up EMI,No,2360000,No,Yes,Fixed,6.5,9.0
72,Female,Single,4,Salaried,530000,15,733,4,2,2670000,69,20,14,Step-up EMI,Yes,700000,No,Yes,Fixed,6.5,8.54
58,Other,Married,1,Contractual,520000,7,713,1,3,2550000,83,33,25,Standard EMI,No,620000,No,No,Floating,6.5,6.17
64,Other,Divorced,3,Retired,380000,33,715,3,3,750000,51,21,7,Standard EMI,No,1740000,Yes,No,Floating,6.5,7.59
18,Male,Single,1,Contractual,460000,1,710,2,0,1700000,85,37,21,Step-up EMI,No,840000,No,No,Fixed,6.5,6.16
28,Other,Single,3,Part-time,250000,9,582,4,3,380000,82,36,20,Standard EMI,No,1650000,No,Yes,Fixed,6.5,8.33
26,Female,Single,2,Salaried,560000,2,549,5,0,1030000,87,39,25,Step-up EMI,Yes,2450000,Yes,Yes,Fixed,6.5,10.01
25,Other,Single,1,Salaried,340000,4,630,3,0,140000,88,31,23,Standard EMI,No,550000,Yes,No,Floating,6.5,8.74
65,Male,Divorced,3,Part-time,280000,22,719,4,2,600000,68,24,14,Standard EMI,Yes,1180000,No,Yes,Fixed,6.5,6.41
28,Male,Single,1,Part-time,190000,7,502,2,0,210000,82,37,28,Standard EMI,No,2110000,Yes,Yes,Fixed,6.5,8.81
21,Male,Single,4,Salaried,730000,1,603,3,0,230000,81,35,24,Step-up EMI,No,400000,Yes,No,Fixed,6.5,9.83
65,Female,Married,1,Part-time,730000,14,702,2,2,1620000,59,35,5,Step-up EMI,Yes,1810000,Yes,Yes,Fixed,6.5,8.16
66,Male,Single,3,Salaried,600000,7,830,1,3,2550000,56,24,13,Standard EMI,No,1420000,No,Yes,Fixed,6.5,7.8
72,Other,Married,2,Retired,280000,6,689,2,2,920000,66,29,11,Step-up EMI,No,760000,No,No,Fixed,6.5,9.11
54,Other,Divorced,3,Part-time,990000,5,729,2,1,3700000,83,27,14,Standard EMI,No,1020000,Yes,Yes,Floating,6.5,7.44
46,Male,Widowed,1,Part-time,850000,2,723,0,3,4000000,79,32,20,Step-up EMI,No,880000,No,Yes,Fixed,6.5,8.15
24,Female,Single,4,Salaried,530000,3,575,1,0,480000,88,44,25,Standard EMI,Yes,2090000,Yes,No,Fixed,6.5,8.94
75,Female,Widowed,2,Part-time,550000,37,630,0,3,1430000,72,20,9,Step-up EMI,No,1930000,Yes,No,Fixed,6.5,8.37
72,Male,Divorced,1,Contractual,1110000,50,774,5,1,1690000,65,27,13,Standard EMI,No,680000,Yes,No,Fixed,6.5,7.95
63,Female,Widowed,2,Contractual,480000,32,685,1,1,1180000,60,25,7,Standard EMI,Yes,860000,Yes,No,Fixed,6.5,9.82
74,Male,Divorced,4,Salaried,1240000,30,651,3,2,2600000,69,34,14,Step-up EMI,No,1990000,Yes,No,Fixed,6.5,9.04
71,Other,Single,2,Part-time,430000,31,732,3,2,510000,50,21,6,Standard EMI,Yes,1960000,Yes,Yes,Fixed,6.5,6.02
20,Male,Single,2,Part-time,120000,2,696,2,1,1800000,84,40,23,Step-up EMI,Yes,500000,Yes,No,Fixed,6.5,8.69
61,Other,Married,4,Part-time,510000,20,749,5,3,1030000,54,23,11,Standard EMI,Yes,860000,No,No,Floating,6.5,5.54
41,Female,Divorced,0,Part-time,1000000,6,625,2,1,3640000,77,28,17,Step-up EMI,No,300000,No,Yes,Floating,6.5,10.07
73,Male,Single,4,Retired,260000,21,706,3,3,1380000,74,34,14,Step-up EMI,No,2000000,No,No,Fixed,6.5,7.92
30,Male,Single,0,Part-time,760000,7,684,4,2,1460000,81,33,28,Standard EMI,Yes,260000,No,Yes,Fixed,6.5,9.22
73,Female,Widowed,4,Salaried,1440000,44,771,4,1,2870000,53,31,14,Standard EMI,Yes,2480000,No,No,Fixed,6.5,8.11
39,Female,Single,3,Part-time,560000,10,637,0,3,2300000,83,39,23,Step-up EMI,Yes,1450000,No,No,Floating,6.5,8.27
64,Male,Single,4,Salaried,1080000,41,684,2,1,2530000,70,31,14,Step-up EMI,No,50000,No,No,Floating,6.5,7.99
25,Male,Single,1,Part-time,410000,2,663,2,3,1970000,85,32,30,Standard EMI,Yes,2300000,No,No,Floating,6.5,9.18
