product_type,credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate
Fixed Deposit,663,0,159365,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,538,5,571291,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,552,8,348510,good,rising,0,25,25,0,25,75,0.0575
Home Loan,717,14,496171,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,705,11,149830,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,555,2,811573,good,falling,-50,0,0,0,0,0,0.08
Home Loan,617,10,878343,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,752,14,395566,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,785,2,627907,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,767,13,859223,excellent,falling,50,50,0,50,0,100,0.09
Home Loan,790,1,320445,good,falling,50,0,0,0,0,50,0.085
Fixed Deposit,679,3,176866,good,rising,0,0,25,0,25,50,0.055
Home Loan,734,18,281730,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,695,11,153623,good,stable,0,50,0,0,0,50,0.085
Home Loan,579,1,541745,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,634,16,424968,good,stable,0,50,0,0,0,50,0.085
Home Loan,521,2,611182,good,falling,-50,0,0,0,0,0,0.08
Home Loan,724,9,542133,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,557,15,916050,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,592,8,907426,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,691,10,91770,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,602,14,596588,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,506,2,692313,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,627,15,249307,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,554,11,472701,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,730,4,957037,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,561,6,90285,poor,falling,-50,25,0,-50,0,0,0.08
Home Loan,739,8,771915,poor,falling,0,25,0,-50,0,0,0.08
Home Loan,589,17,167713,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,731,7,737831,good,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,732,11,622959,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,791,19,430360,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,651,1,856702,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,644,9,694158,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,629,18,177897,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,640,8,456914,good,falling,0,25,0,0,0,25,0.0825
Home Loan,592,7,819814,good,stable,-50,25,0,0,0,0,0.08
Home Loan,613,0,809242,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,783,5,908697,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,642,11,745089,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,722,18,61171,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,731,16,522699,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,532,1,897116,good,stable,0,0,50,0,0,50,0.055
Home Loan,775,10,498381,good,falling,50,25,0,0,0,75,0.0875
Home Loan,669,17,99948,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,639,10,609013,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,700,17,331594,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,522,7,456516,poor,falling,-50,25,0,-50,0,0,0.08
Home Loan,723,14,962332,good,stable,0,50,0,0,0,50,0.085
Home Loan,769,8,134600,good,rising,50,25,0,0,0,75,0.0875
Fixed Deposit,652,14,185513,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,584,6,161315,poor,falling,-50,25,0,-50,0,0,0.08
Home Loan,608,19,986836,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,530,12,594403,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,728,12,673693,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,739,0,661692,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,640,19,485213,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,655,3,791511,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,798,3,718975,excellent,stable,50,0,0,50,0,100,0.09
Home Loan,598,3,720092,good,stable,-50,0,0,0,0,0,0.08
Fixed Deposit,546,12,992871,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,566,1,684958,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,561,14,92738,good,stable,0,50,0,0,0,50,0.055
Fixed Deposit,608,3,816656,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,666,5,182053,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,536,2,243953,good,falling,-50,0,0,0,0,0,0.08
Home Loan,618,6,239681,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,585,5,530306,poor,falling,-50,0,0,-50,0,0,0.08
Home Loan,551,2,393810,poor,stable,-50,0,0,-50,0,0,0.08
Fixed Deposit,590,3,920783,excellent,rising,0,0,50,0,25,75,0.0575
Home Loan,788,9,976070,poor,falling,50,25,0,-50,0,25,0.0825
Fixed Deposit,797,8,535081,poor,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,703,5,777245,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,737,19,561801,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,654,10,60728,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,739,6,942284,excellent,stable,0,25,50,0,0,75,0.0575
Home Loan,635,17,920343,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,563,3,167616,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,622,4,268422,excellent,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,753,3,872646,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,613,3,239007,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,519,12,792441,poor,rising,-50,50,0,-50,0,0,0.08
Fixed Deposit,515,15,357732,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,644,13,200025,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,707,10,904840,good,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,518,1,346247,good,rising,0,0,25,0,25,50,0.055
Home Loan,665,13,120949,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,537,6,275877,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,680,10,725516,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,604,3,63423,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,599,6,350206,poor,stable,-50,25,0,-50,0,0,0.08
Home Loan,589,15,748165,poor,stable,-50,50,0,-50,0,0,0.08
Fixed Deposit,799,5,838419,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,578,5,112979,poor,rising,0,0,25,0,25,50,0.055
Home Loan,572,1,874029,excellent,falling,-50,0,0,50,0,0,0.08
Fixed Deposit,675,7,133905,poor,stable,0,25,25,0,0,50,0.055
Home Loan,595,6,733228,poor,stable,-50,25,0,-50,0,0,0.08
Fixed Deposit,602,13,126970,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,723,8,113805,good,rising,0,25,25,0,25,75,0.0575
Home Loan,505,14,169779,good,rising,-50,50,0,0,0,0,0.08
Home Loan,621,17,523300,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,735,11,459852,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,615,18,631755,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,662,12,541135,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,725,6,682020,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,729,9,198079,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,681,9,413604,poor,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,748,1,538963,good,stable,0,0,50,0,0,50,0.055
Home Loan,709,13,782224,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,643,12,446605,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,595,5,168105,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,743,8,174535,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,585,12,321602,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,683,8,642769,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,620,12,649176,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,591,4,650310,poor,falling,-50,0,0,-50,0,0,0.08
Home Loan,569,13,222472,poor,falling,-50,50,0,-50,0,0,0.08
Fixed Deposit,632,4,641916,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,778,8,757217,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,636,7,217599,excellent,rising,0,25,25,0,25,75,0.0575
Home Loan,686,6,644936,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,720,7,853369,good,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,545,2,743032,good,stable,0,0,50,0,0,50,0.055
Home Loan,777,14,816922,good,stable,50,50,0,0,0,100,0.09
Home Loan,691,7,575400,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,507,0,540492,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,775,6,532233,excellent,stable,50,25,0,50,0,100,0.09
Home Loan,678,18,884787,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,538,1,125561,good,rising,-50,0,0,0,0,0,0.08
Home Loan,792,13,215154,poor,stable,50,50,0,-50,0,50,0.085
Fixed Deposit,677,17,692469,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,661,14,634770,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,603,13,653386,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,660,18,454520,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,786,18,959410,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,622,16,106625,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,553,18,436503,good,stable,-50,50,0,0,0,0,0.08
Home Loan,533,15,383390,good,falling,-50,50,0,0,0,0,0.08
Home Loan,741,19,324732,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,612,18,952342,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,522,0,178658,excellent,rising,-50,0,0,50,0,0,0.08
Fixed Deposit,545,18,595255,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,634,6,442297,good,stable,0,25,0,0,0,25,0.0825
Home Loan,617,10,336400,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,688,4,763708,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,630,16,992556,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,711,10,964553,good,stable,0,25,50,0,0,75,0.0575
Home Loan,612,7,786332,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,543,9,792711,excellent,rising,-50,25,0,50,0,25,0.0825
Fixed Deposit,627,11,763839,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,657,9,917164,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,772,12,503416,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,544,17,788985,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,607,9,526356,poor,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,718,18,704433,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,676,19,445722,good,stable,0,50,0,0,0,50,0.085
Home Loan,727,16,148120,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,690,19,726069,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,659,15,763895,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,766,4,356984,excellent,stable,50,0,0,50,0,100,0.09
Fixed Deposit,689,2,295512,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,674,14,949079,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,789,1,241659,good,stable,50,0,0,0,0,50,0.085
Fixed Deposit,644,12,109321,good,falling,0,50,25,0,-25,50,0.055
Home Loan,731,7,284855,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,703,16,93202,good,stable,0,50,0,0,0,50,0.055
Fixed Deposit,712,3,237660,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,539,18,708450,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,774,8,548017,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,581,14,371375,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,680,8,857984,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,582,8,275743,poor,rising,0,25,25,0,25,75,0.0575
Home Loan,761,13,261299,good,falling,50,50,0,0,0,100,0.09
Fixed Deposit,771,15,333805,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,699,16,222097,good,stable,0,50,0,0,0,50,0.085
Home Loan,739,12,449308,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,679,8,705930,poor,rising,0,25,0,-50,0,0,0.08
Home Loan,670,14,979588,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,794,6,902275,excellent,stable,50,25,0,50,0,100,0.09
Fixed Deposit,676,0,503968,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,736,0,381422,good,rising,0,0,25,0,25,50,0.055
Fixed Deposit,637,4,812638,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,628,8,144328,excellent,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,548,11,968269,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,663,5,700643,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,776,12,288340,excellent,falling,50,50,0,50,0,100,0.09
Home Loan,792,7,336342,excellent,rising,50,25,0,50,0,100,0.09
Fixed Deposit,615,14,111201,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,523,5,385415,good,falling,0,0,25,0,-25,0,0.05
Home Loan,524,5,262810,good,rising,-50,0,0,0,0,0,0.08
Home Loan,626,3,454593,good,falling,0,0,0,0,0,0,0.08
Home Loan,733,10,423722,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,708,17,785193,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,592,2,451252,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,593,2,352508,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,724,11,951659,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,779,5,533121,excellent,rising,50,0,0,50,0,100,0.09
Fixed Deposit,510,5,150353,excellent,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,511,7,823331,good,stable,0,25,50,0,0,75,0.0575
Home Loan,534,14,742803,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,727,17,444879,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,719,19,220316,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,640,15,913996,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,522,5,196149,good,rising,0,0,25,0,25,50,0.055
Home Loan,582,16,763209,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,728,8,679735,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,579,18,331775,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,789,17,758012,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,658,4,510662,good,stable,0,0,50,0,0,50,0.055
Home Loan,627,5,869932,poor,stable,0,0,0,-50,0,0,0.08
Home Loan,689,11,463113,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,530,10,371059,good,rising,-50,25,0,0,0,0,0.08
Fixed Deposit,514,15,939192,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,574,19,339041,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,533,16,752640,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,695,19,675927,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,528,8,950281,excellent,stable,0,25,50,0,0,75,0.0575
Home Loan,693,0,161118,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,515,2,369464,good,falling,-50,0,0,0,0,0,0.08
Home Loan,576,8,777952,excellent,falling,-50,25,0,50,0,25,0.0825
Fixed Deposit,792,18,537702,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,580,12,904721,poor,stable,-50,50,0,-50,0,0,0.08
Fixed Deposit,623,13,606229,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,518,19,805036,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,601,18,195306,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,576,6,649460,excellent,falling,-50,25,0,50,0,25,0.0825
Fixed Deposit,728,3,53376,excellent,falling,0,0,0,0,-25,0,0.05
Home Loan,796,11,342927,good,falling,50,50,0,0,0,100,0.09
Fixed Deposit,702,13,484465,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,560,1,355169,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,525,0,590735,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,570,17,266937,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,602,19,591001,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,656,7,965301,poor,falling,0,25,50,0,-25,50,0.055
Home Loan,693,2,841290,good,falling,0,0,0,0,0,0,0.08
Home Loan,774,5,756475,good,rising,50,0,0,0,0,50,0.085
Fixed Deposit,685,12,109834,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,612,8,656348,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,664,8,817283,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,560,19,972043,good,rising,-50,50,0,0,0,0,0.08
Home Loan,591,8,507199,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,785,14,462073,good,stable,50,50,0,0,0,100,0.09
Home Loan,652,12,940330,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,724,15,938639,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,626,1,972868,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,692,13,247057,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,614,5,502385,poor,stable,0,0,0,-50,0,0,0.08
Fixed Deposit,761,1,136366,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,517,7,202150,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,509,3,837301,good,falling,-50,0,0,0,0,0,0.08
Home Loan,591,13,374768,good,rising,-50,50,0,0,0,0,0.08
Home Loan,638,10,221147,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,551,13,143676,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,694,11,577947,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,705,15,479586,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,786,5,943320,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,592,19,632473,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,644,0,691424,poor,rising,0,0,0,-50,0,0,0.08
Fixed Deposit,585,11,523137,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,652,6,224823,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,501,7,899190,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,759,8,790233,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,663,1,186203,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,505,16,182430,good,stable,-50,50,0,0,0,0,0.08
Home Loan,648,19,567086,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,704,12,665438,good,stable,0,50,0,0,0,50,0.085
Home Loan,617,4,500587,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,588,9,787667,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,653,11,522355,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,666,16,983750,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,660,5,329360,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,769,2,877641,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,555,14,355131,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,727,6,682312,excellent,stable,0,25,50,0,0,75,0.0575
Home Loan,648,5,988081,good,stable,0,0,0,0,0,0,0.08
Home Loan,545,3,559742,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,643,18,616608,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,737,4,323445,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,771,2,256123,poor,stable,50,0,0,-50,0,0,0.08
Home Loan,619,8,273410,good,rising,0,25,0,0,0,25,0.0825
Home Loan,719,5,176560,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,507,12,313035,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,774,19,989476,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,565,3,362601,good,falling,-50,0,0,0,0,0,0.08
Fixed Deposit,578,1,687677,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,585,3,497651,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,623,7,333076,good,stable,0,25,25,0,0,50,0.055
Home Loan,701,12,316336,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,649,9,852560,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,545,17,72836,excellent,falling,0,50,0,0,-25,25,0.052500000000000005
Fixed Deposit,612,8,336981,excellent,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,590,0,691316,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,640,12,952913,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,788,17,961608,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,717,14,175172,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,576,1,334922,good,rising,0,0,25,0,25,50,0.055
Fixed Deposit,651,10,93130,excellent,rising,0,25,0,0,25,50,0.055
Fixed Deposit,738,13,328852,good,falling,0,50,25,0,-25,50,0.055
Home Loan,614,14,419625,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,593,13,205304,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,547,15,238338,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,690,14,579070,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,511,18,504412,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,655,8,731675,poor,falling,0,25,0,-50,0,0,0.08
Home Loan,671,4,322196,excellent,falling,0,0,0,50,0,50,0.085
Home Loan,795,4,855953,excellent,falling,50,0,0,50,0,100,0.09
Fixed Deposit,676,10,774794,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,556,19,263827,good,stable,-50,50,0,0,0,0,0.08
Home Loan,702,3,381834,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,684,19,609834,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,620,17,784705,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,725,2,207044,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,701,3,679001,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,715,13,305628,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,542,6,676905,poor,rising,-50,25,0,-50,0,0,0.08
Home Loan,522,7,72030,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,654,15,567933,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,685,19,791001,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,748,14,139831,good,stable,0,50,25,0,0,75,0.0575
Home Loan,736,6,127400,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,792,16,330199,excellent,falling,50,50,0,50,0,100,0.09
Home Loan,633,11,542436,poor,falling,0,50,0,-50,0,0,0.08
Fixed Deposit,521,17,792868,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,587,13,992997,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,652,14,649149,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,624,14,957616,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,578,4,428668,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,550,15,428970,good,falling,0,50,25,0,-25,50,0.055
