credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate,product_type
448,3,62037633,good,rising,-99,13,61,-21,28,-18,7.82,Home Loans
591,4,84456299,poor,rising,-12,18,100,-79,45,72,8.22,Home Loans
507,14,73354550,good,stable,-5,66,97,5,-18,145,8.95,Home Loans
576,10,73500826,excellent,rising,17,94,88,68,47,24,7.74,Fixed Deposits
772,9,63109910,good,rising,94,47,61,25,35,262,10.12,Fixed Deposits
421,16,47662305,poor,rising,-67,78,91,-83,32,51,8.01,Fixed Deposits
592,1,12824565,good,rising,-19,23,71,-20,29,84,8.34,Fixed Deposits
879,19,33299525,poor,stable,64,89,84,-92,14,159,9.09,Fixed Deposits
394,9,13869015,good,rising,-62,42,89,4,25,98,8.48,Fixed Deposits
821,19,47666911,poor,rising,61,83,80,-70,45,199,9.49,Fixed Deposits
720,2,79547839,poor,stable,-19,23,56,-66,18,12,7.62,Home Loans
441,18,61809115,good,rising,-96,74,58,-9,35,62,8.12,Home Loans
371,4,29888201,good,stable,-54,-14,100,16,-16,32,7.82,Home Loans
521,2,37056355,good,rising,13,19,86,-10,26,134,8.84,Fixed Deposits
541,7,1332090,good,falling,-3,39,46,7,-30,59,8.09,Fixed Deposits
426,4,93866,poor,falling,-73,17,-17,-97,-38,-20,8.19,Fixed Deposits
630,11,56508139,excellent,stable,8,73,65,80,18,244,9.94,Fixed Deposits
713,13,53078066,good,falling,-1,58,70,7,-33,101,8.51,Home Loans
528,6,72038708,good,rising,-24,32,58,24,46,136,8.86,Fixed Deposits
587,10,84872409,good,stable,25,69,61,10,2,167,9.17,Fixed Deposits
484,7,3122937,good,rising,-92,49,44,-15,42,28,7.78,Home Loans
629,4,82937018,excellent,stable,8,21,96,53,16,194,9.44,Fixed Deposits
368,7,47555539,excellent,rising,-55,48,99,100,26,218,9.68,Fixed Deposits
720,11,13158815,poor,rising,21,98,58,-65,50,162,9.12,Fixed Deposits
461,14,31383373,poor,falling,-69,75,76,-96,-32,-46,8.18,Fixed Deposits
570,18,20585130,excellent,rising,-14,63,77,70,50,246,9.96,Home Loans
653,15,94781464,good,stable,-7,54,84,-13,-5,113,8.63,Fixed Deposits
674,13,53717578,poor,stable,21,97,92,-97,0,113,8.63,Fixed Deposits
786,6,98854989,good,rising,87,49,87,16,38,277,10.27,Fixed Deposits
787,7,26298830,good,rising,59,32,81,24,49,245,9.95,Fixed Deposits
519,6,99082654,excellent,rising,-16,41,90,84,43,242,9.92,Fixed Deposits
724,17,65662016,good,falling,9,92,52,0,-26,127,8.77,Fixed Deposits
730,5,86325991,good,falling,15,-4,58,0,-42,27,7.77,Home Loans
363,18,14797583,good,stable,-64,67,52,-7,-6,42,7.92,Fixed Deposits
849,3,72346292,good,falling,81,1,100,11,-25,168,9.18,Fixed Deposits
740,2,97262315,excellent,rising,-19,-24,85,60,30,132,8.82,Home Loans
898,16,9763565,poor,rising,100,50,37,-99,42,130,8.8,Home Loans
879,18,18390877,good,rising,59,90,98,5,41,293,10.43,Fixed Deposits
841,14,61474319,good,stable,92,57,83,-8,-8,216,9.66,Home Loans
899,5,49657627,poor,rising,87,-5,79,-90,44,115,8.65,Home Loans
734,11,62850352,poor,stable,1,73,65,-57,13,95,8.45,Home Loans
545,18,90932760,poor,stable,6,51,82,-85,8,62,8.12,Home Loans
649,5,16774158,good,rising,25,18,84,-24,34,137,8.87,Fixed Deposits
896,10,51734929,good,rising,56,87,65,6,25,239,9.89,Fixed Deposits
657,19,87711692,excellent,rising,22,77,87,97,43,254,10.04,Home Loans
601,19,9032802,excellent,stable,0,83,32,97,-7,205,9.55,Home Loans
357,9,49394451,good,rising,-79,48,54,-4,26,45,7.95,Home Loans
557,15,19705276,good,rising,-14,61,57,10,39,153,9.03,Home Loans
480,17,54221883,excellent,stable,-77,99,82,57,23,184,9.34,Fixed Deposits
375,13,13633933,poor,rising,-51,54,100,-65,27,65,8.15,Home Loans
803,3,22355850,good,rising,95,19,79,17,31,241,9.91,Home Loans
535,11,46621794,good,stable,3,85,51,-1,-7,131,8.81,Fixed Deposits
833,19,16634051,excellent,stable,81,57,87,89,-5,58,8.08,Fixed Deposits
400,7,52104814,excellent,stable,-85,47,87,93,18,160,9.1,Fixed Deposits
354,6,25756818,poor,rising,-75,34,69,-70,38,-4,8.37,Home Loans
509,8,55441759,excellent,rising,-20,45,58,53,45,181,9.31,Home Loans
557,16,51361811,good,stable,-25,95,50,13,-9,124,8.74,Fixed Deposits
606,9,91424104,good,rising,-13,44,51,19,45,146,8.96,Home Loans
554,2,11890313,good,falling,12,8,68,17,-32,73,8.23,Home Loans
360,7,13839689,good,rising,-95,26,65,-16,48,28,7.78,Home Loans
357,13,91316856,excellent,rising,-63,53,90,76,29,185,9.35,Home Loans
758,6,24817308,excellent,rising,61,48,54,90,32,285,10.35,Home Loans
381,15,43890375,good,falling,-92,60,81,12,-42,19,7.69,Home Loans
889,17,19103209,good,stable,69,71,69,-9,8,208,9.58,Fixed Deposits
736,10,2255115,excellent,rising,13,90,35,94,39,271,10.21,Fixed Deposits
577,5,66537024,excellent,stable,1,24,63,87,-6,169,9.19,Home Loans
824,19,78191506,excellent,rising,52,72,62,74,40,300,10.5,Home Loans
556,13,48099162,good,rising,-2,98,76,-9,50,213,9.63,Home Loans
667,12,26565734,excellent,rising,-11,83,84,62,41,259,10.09,Home Loans
697,3,68577695,excellent,rising,8,4,83,70,34,199,9.49,Home Loans
583,19,34909825,good,rising,24,74,65,-11,36,188,9.38,Home Loans
393,19,69273428,excellent,rising,-69,73,77,97,33,211,9.61,Home Loans
491,10,51641245,good,rising,-80,74,92,-2,50,134,8.84,Fixed Deposits
525,17,85079105,excellent,rising,-25,79,84,56,48,242,9.92,Fixed Deposits
798,0,50516156,poor,rising,82,13,64,-56,37,140,8.9,Fixed Deposits
431,11,79685625,excellent,falling,-90,93,52,87,-49,93,8.43,Fixed Deposits
484,17,10312324,excellent,stable,-98,65,76,89,1,133,8.83,Fixed Deposits
526,6,49308506,poor,falling,-4,34,76,-79,-45,-18,8.16,Home Loans
732,11,25856703,excellent,rising,-16,80,100,91,45,300,10.5,Home Loans
592,0,36015619,good,rising,18,-15,53,-16,45,85,8.35,Fixed Deposits
490,3,21788210,excellent,stable,-63,-17,70,82,-23,49,7.99,Home Loans
806,17,15826366,excellent,stable,73,85,71,61,23,142,8.92,Fixed Deposits
789,14,49162056,good,stable,56,97,54,-18,-12,177,9.27,Fixed Deposits
405,2,63158647,poor,stable,-52,-7,90,-61,17,-13,7.97,Home Loans
876,6,95042691,excellent,stable,98,44,88,71,12,-179,7.82,Fixed Deposits
768,5,62108419,good,stable,85,-21,72,13,11,160,9.1,Fixed Deposits
437,14,37494420,good,stable,-100,61,72,13,15,61,8.11,Home Loans
357,14,14693540,excellent,falling,-100,59,62,96,-41,76,8.26,Home Loans
826,5,60900685,good,falling,75,-12,76,18,-39,118,8.68,Fixed Deposits
564,7,73208414,excellent,rising,-9,44,99,65,49,248,9.98,Home Loans
846,7,6851491,excellent,rising,60,44,48,97,37,286,10.36,Home Loans
852,0,90364525,excellent,rising,52,18,64,83,34,251,10.01,Fixed Deposits
594,12,71882833,poor,rising,-16,85,61,-55,25,100,8.5,Home Loans
827,12,4325321,excellent,rising,51,74,34,65,31,255,10.05,Fixed Deposits
658,10,79815460,good,rising,6,90,98,-12,46,228,9.78,Fixed Deposits
580,3,23069920,excellent,rising,-10,20,87,55,37,189,9.39,Fixed Deposits
732,6,8931242,excellent,stable,22,29,35,99,-7,178,9.28,Home Loans
504,11,7126445,good,rising,0,90,27,-16,44,145,8.95,Fixed Deposits
524,12,72345613,good,stable,14,76,87,-2,-6,169,9.19,Fixed Deposits
464,11,82023015,excellent,rising,-62,51,69,76,47,181,9.31,Home Loans
739,15,48873247,excellent,falling,-16,61,61,96,-36,166,9.16,Home Loans
660,5,4776884,poor,stable,10,2,27,-51,0,-12,8.48,Home Loans
649,13,7122379,excellent,rising,4,93,26,58,38,219,9.69,Fixed Deposits
367,18,70730102,good,falling,-92,62,77,22,-45,24,7.74,Fixed Deposits
361,15,61433325,good,rising,-96,70,71,-10,25,60,8.1,Fixed Deposits
753,3,92789448,good,falling,56,17,84,-24,-43,90,8.4,Home Loans
581,4,35900128,poor,stable,10,-18,94,-70,-22,-6,7.85,Home Loans
627,8,65625618,good,rising,-25,45,58,21,37,136,8.86,Fixed Deposits
702,2,34128008,excellent,rising,1,-14,72,68,27,154,9.04,Fixed Deposits
652,9,13222147,excellent,rising,-14,33,66,60,49,194,9.44,Fixed Deposits
890,16,18216156,excellent,falling,65,93,63,71,-49,243,9.93,Home Loans
819,18,66215468,excellent,stable,97,60,81,78,-15,94,8.44,Fixed Deposits
426,9,18492702,poor,rising,-93,43,89,-70,30,-1,7.77,Home Loans
870,11,69703104,excellent,rising,74,57,85,57,37,260,10.1,Fixed Deposits
373,6,77809912,good,rising,-88,49,82,-16,46,73,8.23,Home Loans
364,17,61744570,good,rising,-60,56,59,-20,50,85,8.35,Fixed Deposits
874,18,66083274,poor,falling,59,70,62,-70,-29,92,8.42,Home Loans
696,14,89624338,good,rising,14,76,83,25,26,224,9.74,Home Loans
521,6,97208137,good,rising,7,38,54,9,38,146,8.96,Fixed Deposits
676,11,78325981,excellent,falling,9,81,55,99,-40,204,9.54,Home Loans
834,6,85946197,good,rising,86,48,82,14,47,277,10.27,Home Loans
838,9,93792173,excellent,rising,88,48,54,78,32,300,10.5,Fixed Deposits
811,19,63203295,poor,rising,77,51,73,-80,48,169,9.19,Fixed Deposits
727,9,99699879,excellent,stable,-10,44,96,90,-16,204,9.54,Home Loans
513,4,34248314,excellent,stable,-18,5,57,54,-11,87,8.37,Home Loans
721,17,52797633,excellent,rising,7,61,67,54,37,226,9.76,Home Loans
773,8,38007184,good,stable,84,25,74,-2,13,194,9.44,Fixed Deposits
826,15,53637020,good,stable,87,70,67,-11,13,226,9.76,Home Loans
731,6,77812376,excellent,stable,-14,34,85,77,-5,177,9.27,Fixed Deposits
504,9,87377489,excellent,falling,-11,25,75,83,-47,125,8.75,Home Loans
606,4,72087810,excellent,rising,-9,-4,69,62,28,146,8.96,Fixed Deposits
417,6,87089869,excellent,rising,-74,34,69,93,42,164,9.14,Fixed Deposits
693,4,96322881,good,stable,24,-18,88,6,22,122,8.72,Fixed Deposits
626,14,78362762,excellent,rising,-5,62,89,71,44,261,10.11,Home Loans
740,18,21974566,good,rising,-5,63,73,3,47,181,9.31,Home Loans
798,9,20796283,excellent,rising,66,34,69,52,37,258,10.08,Home Loans
608,7,60596415,poor,stable,1,25,94,-96,-24,0,8.3,Home Loans
656,8,67750678,excellent,rising,-14,30,53,99,39,207,9.57,Fixed Deposits
444,10,65919715,good,rising,-53,61,71,-15,31,95,8.45,Home Loans
813,1,44578305,good,rising,93,21,74,22,33,243,9.93,Home Loans
595,2,93531963,excellent,stable,10,19,70,90,0,189,9.39,Home Loans
536,12,61261741,excellent,stable,2,96,67,75,4,244,9.94,Fixed Deposits
722,10,74935146,excellent,rising,-1,65,94,58,43,259,10.09,Fixed Deposits
755,9,65674417,excellent,stable,58,48,95,93,14,64,8.14,Fixed Deposits
757,14,81439589,excellent,stable,96,93,58,60,-5,217,9.67,Fixed Deposits
474,5,80988663,excellent,stable,-64,-6,93,50,0,73,8.23,Fixed Deposits
686,0,55078328,excellent,rising,-3,17,58,87,34,193,9.43,Home Loans
690,13,83622449,excellent,stable,-15,93,82,94,10,264,10.14,Home Loans
527,17,46840883,excellent,falling,24,81,90,77,-39,233,9.83,Home Loans
519,10,84483322,excellent,rising,-25,76,56,72,32,211,9.61,Home Loans
388,7,61379535,excellent,rising,-85,26,82,80,50,153,9.03,Fixed Deposits
418,2,36384847,good,rising,-51,-4,51,-24,25,-3,8.01,Fixed Deposits
585,13,23943665,good,stable,-13,52,99,-8,-3,127,8.77,Fixed Deposits
730,1,36350425,poor,stable,-6,-9,57,-85,-17,-60,7.69,Fixed Deposits
406,15,12967345,excellent,rising,-85,63,82,91,31,182,9.32,Fixed Deposits
626,5,18342610,excellent,rising,-10,1,84,66,33,174,9.24,Fixed Deposits
448,0,30094074,excellent,falling,-66,13,78,97,-44,78,8.28,Home Loans
876,13,96760197,good,stable,99,69,81,-9,2,242,9.92,Home Loans
674,9,89842561,good,falling,6,38,50,21,-49,66,8.16,Home Loans
810,5,47797263,excellent,falling,72,5,80,84,-30,211,9.61,Fixed Deposits
528,8,80978121,good,rising,-1,33,84,5,44,165,9.15,Fixed Deposits
468,6,64320873,good,rising,-58,34,89,9,40,114,8.64,Fixed Deposits
818,1,46337589,poor,stable,77,17,93,-77,-16,94,8.44,Home Loans
898,10,82845904,excellent,rising,94,81,88,90,48,-189,7.87,Home Loans
804,13,1996369,excellent,rising,51,79,44,86,34,294,10.44,Home Loans
375,4,40907188,excellent,rising,-98,17,82,98,38,137,8.87,Fixed Deposits
839,8,31809604,excellent,falling,80,43,72,79,-26,248,9.98,Fixed Deposits
357,6,74476117,poor,rising,-68,37,52,-83,33,-29,7.71,Home Loans
865,13,8345673,excellent,rising,82,59,45,76,43,-167,7.72,Home Loans
882,15,51710310,good,stable,96,65,61,-10,-7,205,9.55,Fixed Deposits
498,15,85767723,excellent,falling,-66,80,57,69,-30,110,8.6,Home Loans
837,6,29568963,excellent,falling,85,34,90,90,-49,250,10.0,Home Loans
374,9,69019944,excellent,stable,-75,34,96,96,2,153,9.03,Home Loans
774,5,65830219,excellent,rising,61,2,60,77,44,244,9.94,Home Loans
642,16,29538578,good,rising,18,61,75,-5,43,192,9.42,Home Loans
534,0,83421876,poor,falling,20,7,72,-60,-40,-1,7.59,Fixed Deposits
780,1,87238306,good,rising,60,2,87,19,30,198,9.48,Fixed Deposits
666,13,6133529,good,stable,-20,67,29,7,-9,74,8.24,Home Loans
747,3,94247953,excellent,rising,-1,2,81,97,29,208,9.58,Fixed Deposits
673,8,17192108,poor,rising,20,35,54,-92,35,52,8.02,Home Loans
895,5,12797943,excellent,stable,83,13,97,73,10,276,10.26,Fixed Deposits
425,16,21001503,poor,falling,-66,63,64,-88,-50,-77,8.16,Home Loans
835,10,21749665,good,falling,70,57,92,4,-35,188,9.38,Home Loans
437,3,48487495,excellent,falling,-83,4,72,95,-47,41,7.91,Home Loans
581,8,55106137,excellent,stable,-18,28,98,92,21,221,9.71,Fixed Deposits
356,15,38469698,poor,stable,-67,52,77,-68,-3,-9,7.88,Fixed Deposits
899,2,63811530,excellent,falling,97,-16,68,95,-48,196,9.46,Fixed Deposits
401,3,95783594,excellent,rising,-87,-17,66,73,36,71,8.21,Home Loans
745,2,44114603,excellent,falling,-7,21,64,69,-30,117,8.67,Home Loans
570,12,79130158,good,stable,-6,89,62,24,-2,167,9.17,Home Loans
777,18,90447732,excellent,falling,53,62,72,50,-36,201,9.51,Fixed Deposits
492,0,52955024,good,stable,-63,-4,67,-3,-15,-18,7.57,Fixed Deposits
712,5,90805290,poor,rising,6,-2,72,-68,27,35,7.85,Home Loans
731,2,4847074,poor,rising,0,-19,40,-84,43,-20,8.16,Home Loans
626,2,40361457,excellent,rising,2,-13,69,51,35,144,8.94,Fixed Deposits
620,15,81983126,good,rising,-14,55,74,5,32,152,9.02,Home Loans
363,9,40749608,excellent,rising,-91,34,81,80,43,147,8.97,Home Loans
647,16,75199299,good,stable,15,100,70,-10,8,183,9.33,Home Loans
813,6,71121634,poor,rising,84,35,50,-64,26,131,8.81,Fixed Deposits
876,12,40300380,good,rising,82,78,77,11,36,284,10.34,Fixed Deposits
583,10,74659114,poor,falling,-12,65,76,-94,-43,-8,7.81,Fixed Deposits
376,9,86855088,poor,rising,-61,46,76,-65,30,26,7.76,Home Loans
820,6,75678351,excellent,falling,72,44,94,50,-25,235,9.85,Home Loans
442,5,24872065,good,rising,-83,-5,85,4,27,28,7.78,Home Loans
658,0,58756460,excellent,falling,18,3,61,67,-40,109,8.59,Home Loans
401,16,64354100,excellent,rising,-89,63,64,91,40,169,9.19,Home Loans
668,11,56899732,excellent,stable,16,90,69,88,17,280,10.3,Home Loans
530,3,83845253,poor,stable,10,-10,93,-75,-16,2,7.52,Fixed Deposits
469,2,5958937,excellent,falling,-76,-17,43,60,-41,-31,7.67,Fixed Deposits
392,5,36725134,good,rising,-64,-20,100,-25,41,32,7.82,Fixed Deposits
609,15,8117169,good,rising,14,87,50,12,35,198,9.48,Fixed Deposits
546,12,46448785,good,falling,25,78,96,-21,-29,149,8.99,Fixed Deposits
604,8,45450750,good,rising,-4,42,70,-4,38,142,8.92,Fixed Deposits
685,10,62202034,excellent,rising,-20,73,86,62,33,234,9.84,Home Loans
851,19,77292659,good,rising,65,100,92,-9,40,288,10.38,Home Loans
604,12,13338341,good,rising,-3,66,99,24,30,216,9.66,Home Loans
863,18,36130548,good,rising,58,85,59,-19,41,224,9.74,Home Loans
591,2,22085391,excellent,rising,17,-5,77,87,46,222,9.72,Home Loans
498,11,57224856,excellent,rising,-66,68,75,56,49,182,9.32,Fixed Deposits
648,18,28343775,poor,rising,3,72,62,-89,46,94,8.44,Fixed Deposits
802,7,8820245,excellent,rising,63,45,49,87,27,271,10.21,Fixed Deposits
742,13,81382872,excellent,stable,-21,60,100,72,8,219,9.69,Home Loans
561,8,82316727,excellent,falling,-5,50,80,97,-40,182,9.32,Fixed Deposits
887,16,9221616,excellent,rising,55,60,44,57,48,264,10.14,Fixed Deposits
480,5,84163867,excellent,falling,-100,17,64,64,-33,12,7.62,Home Loans
678,3,62497393,good,falling,5,-4,67,4,-28,44,7.94,Home Loans
605,3,25249840,poor,stable,19,-7,89,-92,4,13,7.63,Home Loans
828,18,82445768,excellent,falling,90,57,72,94,-48,265,10.15,Home Loans
412,11,7991295,excellent,rising,-73,72,27,70,39,135,8.85,Home Loans
660,1,38732618,good,falling,-23,22,60,18,-46,31,7.81,Fixed Deposits
756,16,49184370,excellent,stable,87,72,76,63,17,100,8.5,Home Loans
454,14,39267278,poor,rising,-78,89,86,-93,27,31,7.81,Fixed Deposits
364,9,63063065,excellent,stable,-61,33,61,96,-11,118,8.68,Home Loans
608,2,15717620,excellent,stable,-22,-2,82,85,-23,120,8.7,Fixed Deposits
761,19,78418078,good,rising,55,61,77,-17,31,207,9.57,Home Loans
608,3,80038142,good,rising,-14,-14,55,0,31,58,8.08,Fixed Deposits
609,0,43328,good,stable,-14,6,-20,-6,-15,-49,8.47,Fixed Deposits
394,0,22572313,excellent,stable,-94,-24,93,87,22,84,8.34,Fixed Deposits
680,17,24054903,excellent,stable,2,55,70,55,2,184,9.34,Home Loans
514,3,33124063,poor,stable,0,-22,74,-67,10,-5,7.58,Home Loans
542,14,53030780,poor,rising,22,62,96,-78,35,137,8.87,Fixed Deposits
870,9,91999440,excellent,rising,56,28,85,88,38,295,10.45,Home Loans
750,16,44666127,poor,falling,-23,90,67,-68,-43,23,7.73,Fixed Deposits
723,11,68623994,good,falling,-13,88,93,-5,-26,137,8.87,Home Loans
414,19,16252170,good,stable,-60,87,88,15,-9,121,8.71,Fixed Deposits
736,11,34725443,excellent,falling,-15,67,54,75,-28,153,9.03,Home Loans
844,15,30981153,good,falling,88,64,72,-21,-27,176,9.26,Home Loans
764,4,43418655,excellent,rising,72,22,72,58,42,266,10.16,Home Loans
379,15,25152720,good,rising,-54,82,72,19,30,149,8.99,Home Loans
615,16,68739817,excellent,rising,-25,91,84,82,45,277,10.27,Fixed Deposits
677,14,44348389,good,rising,8,79,78,-1,44,208,9.58,Fixed Deposits
841,12,74590277,excellent,stable,80,85,54,96,-6,152,9.02,Home Loans
566,7,23111119,excellent,rising,7,49,66,66,34,222,9.72,Fixed Deposits
669,1,43106457,excellent,falling,21,-22,87,89,-45,130,8.8,Home Loans
748,7,18958188,excellent,stable,10,42,51,96,-14,185,9.35,Home Loans
454,9,89771277,excellent,stable,-65,37,68,68,-9,99,8.49,Fixed Deposits
679,6,42085989,excellent,rising,-12,48,96,60,37,229,9.79,Home Loans
396,9,99323025,poor,rising,-64,46,52,-93,25,-34,7.9,Home Loans
663,3,41119158,good,stable,6,7,79,-20,10,82,8.32,Home Loans
496,10,66400395,good,falling,-73,69,82,-20,-35,23,7.73,Home Loans
811,8,45879594,excellent,falling,50,34,72,57,-32,181,9.31,Fixed Deposits
835,3,71417168,excellent,stable,96,-5,75,73,-21,218,9.68,Fixed Deposits
759,2,75433318,excellent,rising,56,-25,79,68,37,215,9.65,Home Loans
376,10,56488407,good,rising,-85,83,68,15,34,115,8.65,Home Loans
378,2,32209508,excellent,falling,-69,-17,88,76,-25,53,8.03,Home Loans
620,17,11795159,good,rising,-2,50,75,-6,29,146,8.96,Fixed Deposits
850,18,8062934,excellent,stable,63,96,34,73,22,288,10.38,Fixed Deposits
602,13,31195231,poor,stable,21,76,77,-63,4,115,8.65,Fixed Deposits
734,10,21392152,excellent,rising,-11,64,58,54,25,190,9.4,Fixed Deposits
409,1,40338291,excellent,rising,-100,-2,97,65,36,96,8.46,Home Loans
456,1,33458846,good,falling,-73,-1,80,13,-36,-17,8.13,Home Loans
569,1,9349807,poor,falling,-7,8,39,-68,-46,-74,8.5,Home Loans
790,9,67594146,good,falling,56,36,81,-16,-45,112,8.62,Fixed Deposits
895,14,80483257,excellent,rising,67,99,62,100,35,50,8.0,Home Loans
445,11,60229395,good,rising,-54,59,71,-21,44,99,8.49,Home Loans
438,10,10611861,poor,falling,-88,79,89,-82,-37,-39,7.59,Fixed Deposits
580,16,30435067,excellent,rising,25,94,60,100,50,105,8.55,Fixed Deposits
624,17,33137516,excellent,stable,-8,90,82,90,8,262,10.12,Fixed Deposits
595,13,94615828,poor,rising,-22,74,73,-80,34,79,8.29,Fixed Deposits
460,16,99947733,poor,stable,-51,52,89,-98,1,-7,8.44,Fixed Deposits
583,14,23667689,good,rising,-22,71,93,2,49,193,9.43,Home Loans
627,11,98569580,poor,falling,1,89,100,-60,-39,91,8.41,Fixed Deposits
826,15,72711741,excellent,falling,65,95,55,68,-42,241,9.91,Fixed Deposits
766,5,60321384,good,rising,63,-2,65,-10,33,149,8.99,Fixed Deposits
477,1,32418099,good,rising,-87,1,79,-24,49,18,7.68,Home Loans
586,1,13365818,good,stable,-19,0,79,-18,-16,26,7.76,Home Loans
477,15,16531869,good,rising,-56,65,63,20,31,123,8.73,Fixed Deposits
743,1,96310077,poor,falling,-12,12,56,-63,-49,-56,8.39,Fixed Deposits
824,7,97340945,excellent,rising,91,33,52,61,47,284,10.34,Home Loans
744,6,72148005,excellent,rising,19,45,80,73,25,242,9.92,Home Loans
460,0,3091813,excellent,stable,-95,-22,34,50,6,-27,8.29,Fixed Deposits
439,3,9720410,good,stable,-58,-3,25,-8,-4,-48,7.61,Fixed Deposits
629,10,95767383,excellent,rising,12,68,87,72,46,285,10.35,Home Loans
682,19,22422452,poor,rising,1,64,86,-62,45,134,8.84,Fixed Deposits
573,6,12438670,excellent,rising,-15,48,64,76,47,220,9.7,Home Loans
450,17,89594146,excellent,rising,-70,60,99,93,43,225,9.75,Home Loans
481,3,12839658,good,rising,-50,-16,53,18,47,52,8.02,Fixed Deposits
362,16,56567819,good,falling,-52,57,86,-20,-29,42,7.92,Fixed Deposits
806,10,36964451,excellent,rising,52,52,91,77,43,154,9.04,Fixed Deposits
790,10,75598646,good,rising,50,68,53,-3,46,214,9.64,Home Loans
447,19,71974611,excellent,stable,-85,53,59,83,-25,85,8.35,Fixed Deposits
469,10,56406558,excellent,rising,-57,78,71,74,26,192,9.42,Home Loans
642,14,38340565,excellent,falling,1,94,80,60,-25,210,9.6,Home Loans
350,13,7244612,good,stable,-55,90,28,22,-22,63,8.13,Home Loans
599,16,32416747,excellent,rising,24,70,61,50,40,245,9.95,Home Loans
498,1,74063655,poor,falling,-98,19,58,-63,-38,-122,7.8,Home Loans
744,17,71884679,good,rising,-18,58,77,-16,36,137,8.87,Fixed Deposits
393,15,88633613,excellent,stable,-51,100,83,58,2,192,9.42,Home Loans
393,11,68518507,excellent,falling,-85,97,54,75,-46,95,8.45,Fixed Deposits
427,9,31818484,excellent,falling,-54,42,79,59,-48,78,8.28,Fixed Deposits
575,15,80213014,good,rising,-24,68,65,-8,44,145,8.95,Fixed Deposits
511,2,11876184,good,rising,3,-9,68,24,26,112,8.62,Home Loans
602,7,79705370,good,rising,-10,36,63,-17,48,120,8.7,Fixed Deposits
